26.159000000000002,1.598,Wuning,China,29.74N,120.00E
1905-06-01,22.619,0.363,Xalapa,Mexico,20.09N,97.25W
1905-07-01,22.197,0.32799999999999996,Xalapa,Mexico,20.09N,97.25W
1905-08-01,22.646,0.262,Xalapa,Mexico,20.09N,97.25W
1905-09-01,22.065,0.413,Xalapa,Mexico,20.09N,97.25W
1905-10-01,20.855999999999998,0.47600000000000003,Xalapa,Mexico,20.09N,97.25W
1905-11-01,19.642000000000003,0.428,Xalapa,Mexico,20.09N,97.25W
1905-12-01,15.005,0.654,Xalapa,Mexico,20.09N,97.25W
1906-01-01,14.782,0.855,Xalapa,Mexico,20.09N,97.25W
1906-02-01,15.315999999999999,0.6659999999999999,Xalapa,Mexico,20.09N,97.25W
1906-03-01,18.633,0.405,Xalapa,Mexico,20.09N,97.25W
1906-04-01,21.021,0.428,Xalapa,Mexico,20.09N,97.25W
1906-05-01,23.261999999999997,0.617,Xalapa,Mexico,20.09N,97.25W
1906-06-01,23.114,0.616,Xalapa,Mexico,20.09N,97.25W
1906-07-01,22.616,0.42,Xalapa,Mexico,20.09N,97.25W
1906-08-01,22.17,0.40399999999999997,Xalapa,Mexico,20.09N,97.25W
1906-09-01,22.214000000000002,0.392,Xalapa,Mexico,20.09N,97.25W
1906-10-01,20.070999999999998,0.32,Xalapa,Mexico,20.09N,97.25W
1906-11-01,17.915000000000006,0.718,Xalapa,Mexico,20.09N,97.25W
1906-12-01,15.851,1.224,Xalapa,Mexico,20.09N,97.25W
1907-01-01,16.337,1.2009999999999998,Xalapa,Mexico,20.09N,97.25W
1907-02-01,16.378,1.2590000000000001,Xalapa,Mexico,20.09N,97.25W
1907-03-01,19.428,1.149,Xalapa,Mexico,20.09N,97.25W
1907-04-01,20.91,0.741,Xalapa,Mexico,20.09N,97.25W
1907-05-01,22.551,0.759,Xalapa,Mexico,20.09N,97.25W
1907-06-01,22.971,0.385,Xalapa,Mexico,20.09N,97.25W
1907-07-01,22.081,0.384,Xalapa,Mexico,20.09N,97.25W
1907-08-01,22.073,0.45399999999999996,Xalapa,Mexico,20.09N,97.25W
1907-09-01,21.823,0.61,Xalapa,Mexico,20.09N,97.25W
1907-10-01,20.531,0.528,Xalapa,Mexico,20.09N,97.25W
1907-11-01,18.408,0.35600000000000004,Xalapa,Mexico,20.09N,97.25W
1907-12-01,16.144000000000002,0.812,Xalapa,Mexico,20.09N,97.25W
1908-01-01,16.051000000000002,1.025,Xalapa,Mexico,20.09N,97.25W
1908-02-01,17.377000000000002,0.7120000000000001,Xalapa,Mexico,20.09N,97.25W
1908-03-01,19.966,0.611,Xalapa,Mexico,20.09N,97.25W
1908-04-01,21.863000000000003,0.556,Xalapa,Mexico,20.09N,97.25W
1908-05-01,22.826,0.552,Xalapa,Mexico,20.09N,97.25W
1908-06-01,23.261000000000006,0.52,Xalapa,Mexico,20.09N,97.25W
1908-07-01,21.677,0.276,Xalapa,Mexico,20.09N,97.25W
1908-08-01,22.357000000000006,0.431,Xalapa,Mexico,20.09N,97.25W
1908-09-01,21.839000000000002,0.284,Xalapa,Mexico,20.09N,97.25W
1908-10-01,19.526,0.5489999999999999,Xalapa,Mexico,20.09N,97.25W
1908-11-01,17.811,0.655,Xalapa,Mexico,20.09N,97.25W
1908-12-01,16.779999999999998,0.797,Xalapa,Mexico,20.09N,97.25W
1909-01-01,15.512,1.033,Xalapa,Mexico,20.09N,97.25W
1909-02-01,16.997,0.522,Xalapa,Mexico,20.09N,97.25W
1909-03-01,20.544,0.493,Xalapa,Mexico,20.09N,97.25W
1909-04-01,21.767,0.41700000000000004,Xalapa,Mexico,20.09N,97.25W
1909-05-01,24.271,0.526,Xalapa,Mexico,20.09N,97.25W
1909-06-01,23.343000000000004,0.685,Xalapa,Mexico,20.09N,97.25W
1909-07-01,22.991999999999997,0.711,Xalapa,Mexico,20.09N,97.25W
1909-08-01,22.531999999999996,0.428,Xalapa,Mexico,20.09N,97.25W
1909-09-01,20.941999999999997,0.349,Xalapa,Mexico,20.09N,97.25W
1909-10-01,20.229,0.8370000000000001,Xalapa,Mexico,20.09N,97.25W
1909-11-01,18.846,0.9,Xalapa,Mexico,20.09N,97.25W
1909-12-01,16.43,1.1909999999999998,Xalapa,Mexico,20.09N,97.25W
1910-01-01,15.241,1.432,Xalapa,Mexico,20.09N,97.25W
1910-02-01,16.68,1.1320000000000001,Xalapa,Mexico,20.09N,97.25W
1910-03-01,17.886,1.157,Xalapa,Mexico,20.09N,97.25W
1910-04-01,20.9,1.3459999999999999,Xalapa,Mexico,20.09N,97.25W
1910-05-01,22.235,0.775,Xalapa,Mexico,20.09N,97.25W
1910-06-01,22.296999999999997,0.525,Xalapa,Mexico,20.09N,97.25W
1910-07-01,21.994,0.701,Xalapa,Mexico,20.09N,97.25W
1910-08-01,22.555000000000003,0.608,Xalapa,Mexico,20.09N,97.25W
1910-09-01,21.311,0.289,Xalapa,Mexico,20.09N,97.25W
1910-10-01,19.871,0.489,Xalapa,Mexico,20.09N,97.25W
1910-11-01,18.385,0.475,Xalapa,Mexico,20.09N,97.25W
1910-12-01,15.63,0.659,Xalapa,Mexico,20.09N,97.25W
1911-01-01,16.22,1.328,Xalapa,Mexico,20.09N,97.25W
1911-02-01,17.669,0.552,Xalapa,Mexico,20.09N,97.25W
1911-03-01,19.269000000000002,0.96,Xalapa,Mexico,20.09N,97.25W
1911-04-01,21.824,0.6629999999999999,Xalapa,Mexico,20.09N,97.25W
1911-05-01,21.645,0.541,Xalapa,Mexico,20.09N,97.25W
1911-06-01,23.134,0.526,Xalapa,Mexico,20.09N,97.25W
1911-07-01,21.66,0.457,Xalapa,Mexico,20.09N,97.25W
1911-08-01,22.741999999999997,0.589,Xalapa,Mexico,20.09N,97.25W
1911-09-01,22.594,0.674,Xalapa,Mexico,20.09N,97.25W
1911-10-01,20.644,0.6859999999999999,Xalapa,Mexico,20.09N,97.25W
1911-11-01,18.948,1.209,Xalapa,Mexico,20.09N,97.25W
1911-12-01,16.724999999999998,0.669,Xalapa,Mexico,20.09N,97.25W
1912-01-01,15.995999999999999,1.117,Xalapa,Mexico,20.09N,97.25W
1912-02-01,15.862000000000002,0.718,Xalapa,Mexico,20.09N,97.25W
1912-03-01,19.813,0.716,Xalapa,Mexico,20.09N,97.25W
1912-04-01,22.462,0.65,Xalapa,Mexico,20.09N,97.25W
1912-05-01,23.180999999999997,0.732,Xalapa,Mexico,20.09N,97.25W
1912-06-01,21.825000000000006,0.7,Xalapa,Mexico,20.09N,97.25W
1912-07-01,21.671999999999997,0.539,Xalapa,Mexico,20.09N,97.25W
1912-08-01,22.162000000000006,0.466,Xalapa,Mexico,20.09N,97.25W
1912-09-01,21.719,0.914,Xalapa,Mexico,20.09N,97.25W
1912-10-01,20.351,0.445,Xalapa,Mexico,20.09N,97.25W
1912-11-01,16.538,0.603,Xalapa,Mexico,20.09N,97.25W
1912-12-01,16.509,0.384,Xalapa,Mexico,20.09N,97.25W
1913-01-01,15.89,0.654,Xalapa,Mexico,20.09N,97.25W
1913-02-01,16.959,0.619,Xalapa,Mexico,20.09N,97.25W
1913-03-01,18.909000000000002,0.467,Xalapa,Mexico,20.09N,97.25W
1913-04-01,19.739,0.486,Xalapa,Mexico,20.09N,97.25W
1913-05-01,21.323,1.05,Xalapa,Mexico,20.09N,97.25W
1913-06-01,21.476000000000006,0.7909999999999999,Xalapa,Mexico,20.09N,97.25W
1913-07-01,21.138,0.9209999999999999,Xalapa,Mexico,20.09N,97.25W
1913-08-01,22.116000000000003,0.42,Xalapa,Mexico,20.09N,97.25W
1913-09-01,21.688000000000002,0.445,Xalapa,Mexico,20.09N,97.25W
1913-10-01,20.047,0.5429999999999999,Xalapa,Mexico,20.09N,97.25W
1913-11-01,18.43,0.575,Xalapa,Mexico,20.09N,97.25W
1913-12-01,16.849999999999998,0.512,Xalapa,Mexico,20.09N,97.25W
1914-01-01,15.841,1.6440000000000001,Xalapa,Mexico,20.09N,97.25W
1914-02-01,17.015,0.878,Xalapa,Mexico,20.09N,97.25W
1914-03-01,18.112000000000002,0.7340000000000001,Xalapa,Mexico,20.09N,97.25W
1914-04-01,20.517,0.523,Xalapa,Mexico,20.09N,97.25W
1914-05-01,21.952,1.092,Xalapa,Mexico,20.09N,97.25W
1914-06-01,22.113000000000003,0.462,Xalapa,Mexico,20.09N,97.25W
1914-07-01,22.348000000000003,0.39,Xalapa,Mexico,20.09N,97.25W
1914-08-01,22.750999999999998,0.413,Xalapa,Mexico,20.09N,97.25W
1914-09-01,21.554000000000002,0.545,Xalapa,Mexico,20.09N,97.25W
1914-10-01,20.528,0.414,Xalapa,Mexico,20.09N,97.25W
1914-11-01,18.408,0.631,Xalapa,Mexico,20.09N,97.25W
1914-12-01,16.616999999999994,1.5190000000000001,Xalapa,Mexico,20.09N,97.25W
1915-01-01,15.773,0.797,Xalapa,Mexico,20.09N,97.25W
1915-02-01,17.080000000000002,0.7340000000000001,Xalapa,Mexico,20.09N,97.25W
1915-03-01,17.476,2.275,Xalapa,Mexico,20.09N,97.25W
1915-04-01,20.739,0.604,Xalapa,Mexico,20.09N,97.25W
1915-05-01,24.043000000000003,1.334,Xalapa,Mexico,20.09N,97.25W
1915-06-01,23.857000000000006,0.462,Xalapa,Mexico,20.09N,97.25W
1915-07-01,22.462,0.8370000000000001,Xalapa,Mexico,20.09N,97.25W
1915-08-01,22.552000000000003,0.605,Xalapa,Mexico,20.09N,97.25W
1915-09-01,21.674,0.6829999999999999,Xalapa,Mexico,20.09N,97.25W
1915-10-01,19.854,1.19,Xalapa,Mexico,20.09N,97.25W
1915-11-01,18.738,0.511,Xalapa,Mexico,20.09N,97.25W
1915-12-01,16.758,1.139,Xalapa,Mexico,20.09N,97.25W
1916-01-01,17.372,1.956,Xalapa,Mexico,20.09N,97.25W
1916-02-01,16.880000000000006,1.671,Xalapa,Mexico,20.09N,97.25W
1916-03-01,18.931,2.125,Xalapa,Mexico,20.09N,97.25W
1916-04-01,20.742,0.935,Xalapa,Mexico,20.09N,97.25W
1916-05-01,23.384,0.563,Xalapa,Mexico,20.09N,97.25W
1916-06-01,23.555999999999997,0.57,Xalapa,Mexico,20.09N,97.25W
1916-07-01,21.895,0.5,Xalapa,Mexico,20.09N,97.25W
1916-08-01,21.558000000000003,0.527,Xalapa,Mexico,20.09N,97.25W
1916-09-01,21.168000000000003,0.47,Xalapa,Mexico,20.09N,97.25W
1916-10-01,19.926,0.47100000000000003,Xalapa,Mexico,20.09N,97.25W
1916-11-01,17.785999999999998,0.644,Xalapa,Mexico,20.09N,97.25W
1916-12-01,17.320999999999998,0.6859999999999999,Xalapa,Mexico,20.09N,97.25W
1917-01-01,16.889,0.685,Xalapa,Mexico,20.09N,97.25W
1917-02-01,17.444000000000006,0.607,Xalapa,Mexico,20.09N,97.25W
1917-03-01,19.6,0.336,Xalapa,Mexico,20.09N,97.25W
1917-04-01,20.867,0.452,Xalapa,Mexico,20.09N,97.25W
1917-05-01,23.215,0.425,Xalapa,Mexico,20.09N,97.25W
1917-06-01,22.698,0.779,Xalapa,Mexico,20.09N,97.25W
1917-07-01,22.03,0.47700000000000004,Xalapa,Mexico,20.09N,97.25W
1917-08-01,22.276999999999997,0.55,Xalapa,Mexico,20.09N,97.25W
1917-09-01,21.793000000000003,0.35600000000000004,Xalapa,Mexico,20.09N,97.25W
1917-10-01,19.769,0.324,Xalapa,Mexico,20.09N,97.25W
1917-11-01,16.715,0.612,Xalapa,Mexico,20.09N,97.25W
1917-12-01,16.281,0.47600000000000003,Xalapa,Mexico,20.09N,97.25W
1918-01-01,15.568,0.893,Xalapa,Mexico,20.09N,97.25W
1918-02-01,17.859,0.46399999999999997,Xalapa,Mexico,20.09N,97.25W
1918-03-01,18.405,0.8809999999999999,Xalapa,Mexico,20.09N,97.25W
1918-04-01,21.339000000000002,0.691,Xalapa,Mexico,20.09N,97.25W
1918-05-01,23.034000000000002,0.9009999999999999,Xalapa,Mexico,20.09N,97.25W
1918-06-01,22.261000000000006,0.401,Xalapa,Mexico,20.09N,97.25W
1918-07-01,22.138,0.456,Xalapa,Mexico,20.09N,97.25W
1918-08-01,22.013,0.662,Xalapa,Mexico,20.09N,97.25W
1918-09-01,21.644000000000002,0.452,Xalapa,Mexico,20.09N,97.25W
1918-10-01,21.016,0.359,Xalapa,Mexico,20.09N,97.25W
1918-11-01,18.666,0.498,Xalapa,Mexico,20.09N,97.25W
1918-12-01,17.067999999999998,0.48100000000000004,Xalapa,Mexico,20.09N,97.25W
1919-01-01,14.652,0.391,Xalapa,Mexico,20.09N,97.25W
1919-02-01,17.68,0.484,Xalapa,Mexico,20.09N,97.25W
1919-03-01,18.808,0.777,Xalapa,Mexico,20.09N,97.25W
1919-04-01,20.973000000000003,0.7120000000000001,Xalapa,Mexico,20.09N,97.25W
1919-05-01,23.821,0.46399999999999997,Xalapa,Mexico,20.09N,97.25W
1919-06-01,23.072000000000006,0.326,Xalapa,Mexico,20.09N,97.25W
1919-07-01,22.246,0.414,Xalapa,Mexico,20.09N,97.25W
1919-08-01,23.199,0.63,Xalapa,Mexico,20.09N,97.25W
1919-09-01,22.128,0.687,Xalapa,Mexico,20.09N,97.25W
1919-10-01,21.416,0.605,Xalapa,Mexico,20.09N,97.25W
1919-11-01,19.004,0.69,Xalapa,Mexico,20.09N,97.25W
1919-12-01,16.982,0.43799999999999994,Xalapa,Mexico,20.09N,97.25W
1920-01-01,15.864,0.6890000000000001,Xalapa,Mexico,20.09N,97.25W
1920-02-01,18.069000000000006,0.715,Xalapa,Mexico,20.09N,97.25W
1920-03-01,19.973,0.561,Xalapa,Mexico,20.09N,97.25W
1920-04-01,22.697,0.8220000000000001,Xalapa,Mexico,20.09N,97.25W
1920-05-01,22.675,0.748,Xalapa,Mexico,20.09N,97.25W
1920-06-01,22.105,0.784,Xalapa,Mexico,20.09N,97.25W
1920-07-01,22.576999999999998,0.469,Xalapa,Mexico,20.09N,97.25W
1920-08-01,22.619000000000003,0.36200000000000004,Xalapa,Mexico,20.09N,97.25W
1920-09-01,22.37,0.33299999999999996,Xalapa,Mexico,20.09N,97.25W
1920-10-01,20.477999999999998,0.40299999999999997,Xalapa,Mexico,20.09N,97.25W
1920-11-01,18.459,0.769,Xalapa,Mexico,20.09N,97.25W
1920-12-01,16.951,0.813,Xalapa,Mexico,20.09N,97.25W
1921-01-01,16.226,0.575,Xalapa,Mexico,20.09N,97.25W
1921-02-01,16.873,0.381,Xalapa,Mexico,20.09N,97.25W
1921-03-01,20.06,0.632,Xalapa,Mexico,20.09N,97.25W
1921-04-01,21.668000000000003,0.316,Xalapa,Mexico,20.09N,97.25W
1921-05-01,22.936,0.29,Xalapa,Mexico,20.09N,97.25W
1921-06-01,23.528,0.365,Xalapa,Mexico,20.09N,97.25W
1921-07-01,22.241,0.337,Xalapa,Mexico,20.09N,97.25W
1921-08-01,22.039,1.255,Xalapa,Mexico,20.09N,97.25W
1921-09-01,21.901,0.546,Xalapa,Mexico,20.09N,97.25W
1921-10-01,19.922,0.342,Xalapa,Mexico,20.09N,97.25W
1921-11-01,18.922,0.455,Xalapa,Mexico,20.09N,97.25W
1921-12-01,17.447,0.532,Xalapa,Mexico,20.09N,97.25W
1922-01-01,16.415,0.687,Xalapa,Mexico,20.09N,97.25W
1922-02-01,18.025,0.568,Xalapa,Mexico,20.09N,97.25W
1922-03-01,19.932000000000002,0.305,Xalapa,Mexico,20.09N,97.25W
1922-04-01,22.99,0.882,Xalapa,Mexico,20.09N,97.25W
1922-05-01,24.116999999999997,0.852,Xalapa,Mexico,20.09N,97.25W
1922-06-01,22.224,0.318,Xalapa,Mexico,20.09N,97.25W
1922-07-01,22.316999999999997,0.364,Xalapa,Mexico,20.09N,97.25W
1922-08-01,22.473000000000006,0.509,Xalapa,Mexico,20.09N,97.25W
1922-09-01,21.846,0.374,Xalapa,Mexico,20.09N,97.25W
1922-10-01,19.777,0.402,Xalapa,Mexico,20.09N,97.25W
1922-11-01,18.81,0.33,Xalapa,Mexico,20.09N,97.25W
1922-12-01,16.989,0.705,Xalapa,Mexico,20.09N,97.25W
1923-01-01,16.581,0.867,Xalapa,Mexico,20.09N,97.25W
1923-02-01,16.788,0.831,Xalapa,Mexico,20.09N,97.25W
1923-03-01,18.528,1.09,Xalapa,Mexico,20.09N,97.25W
1923-04-01,21.613000000000003,0.976,Xalapa,Mexico,20.09N,97.25W
1923-05-01,24.001,1.035,Xalapa,Mexico,20.09N,97.25W
1923-06-01,22.802000000000003,0.647,Xalapa,Mexico,20.09N,97.25W
1923-07-01,22.364,0.179,Xalapa,Mexico,20.09N,97.25W
1923-08-01,22.903,0.311,Xalapa,Mexico,20.09N,97.25W
1923-09-01,22.632,0.667,Xalapa,Mexico,20.09N,97.25W
1923-10-01,19.804,0.198,Xalapa,Mexico,20.09N,97.25W
1923-11-01,18.108,0.41700000000000004,Xalapa,Mexico,20.09N,97.25W
1923-12-01,17.08,0.5589999999999999,Xalapa,Mexico,20.09N,97.25W
1924-01-01,15.944,0.505,Xalapa,Mexico,20.09N,97.25W
1924-02-01,17.061,0.6459999999999999,Xalapa,Mexico,20.09N,97.25W
1924-03-01,19.973,0.645,Xalapa,Mexico,20.09N,97.25W
1924-04-01,22.474,0.647,Xalapa,Mexico,20.09N,97.25W
1924-05-01,23.362,0.795,Xalapa,Mexico,20.09N,97.25W
1924-06-01,23.219,0.5660000000000001,Xalapa,Mexico,20.09N,97.25W
1924-07-01,22.756999999999998,0.474,Xalapa,Mexico,20.09N,97.25W
1924-08-01,23.144,0.433,Xalapa,Mexico,20.09N,97.25W
1924-09-01,21.667,0.34600000000000003,Xalapa,Mexico,20.09N,97.25W
1924-10-01,19.915,0.139,Xalapa,Mexico,20.09N,97.25W
1924-11-01,17.887,0.196,Xalapa,Mexico,20.09N,97.25W
1924-12-01,16.797,0.405,Xalapa,Mexico,20.09N,97.25W
1925-01-01,16.159000000000002,0.619,Xalapa,Mexico,20.09N,97.25W
1925-02-01,17.267000000000003,0.647,Xalapa,Mexico,20.09N,97.25W
1925-03-01,19.06,0.381,Xalapa,Mexico,20.09N,97.25W
1925-04-01,21.668000000000003,0.611,Xalapa,Mexico,20.09N,97.25W
1925-05-01,22.611,0.72,Xalapa,Mexico,20.09N,97.25W
1925-06-01,22.296999999999997,0.35600000000000004,Xalapa,Mexico,20.09N,97.25W
1925-07-01,22.447,0.38799999999999996,Xalapa,Mexico,20.09N,97.25W
1925-08-01,22.930000000000003,0.34299999999999997,Xalapa,Mexico,20.09N,97.25W
1925-09-01,22.066999999999997,0.127,Xalapa,Mexico,20.09N,97.25W
1925-10-01,21.165,0.326,Xalapa,Mexico,20.09N,97.25W
1925-11-01,18.519,0.836,Xalapa,Mexico,20.09N,97.25W
1925-12-01,15.491,0.7759999999999999,Xalapa,Mexico,20.09N,97.25W
1926-01-01,15.588,0.419,Xalapa,Mexico,20.09N,97.25W
1926-02-01,17.073,0.457,Xalapa,Mexico,20.09N,97.25W
1926-03-01,19.839000000000002,0.419,Xalapa,Mexico,20.09N,97.25W
1926-04-01,21.535,1.692,Xalapa,Mexico,20.09N,97.25W
1926-05-01,22.803,0.512,Xalapa,Mexico,20.09N,97.25W
1926-06-01,23.211,0.45399999999999996,Xalapa,Mexico,20.09N,97.25W
1926-07-01,22.72,0.27,Xalapa,Mexico,20.09N,97.25W
1926-08-01,23.004,0.21899999999999997,Xalapa,Mexico,20.09N,97.25W
1926-09-01,22.257,0.214,Xalapa,Mexico,20.09N,97.25W
1926-10-01,21.191,0.361,Xalapa,Mexico,20.09N,97.25W
1926-11-01,17.719,0.537,Xalapa,Mexico,20.09N,97.25W
1926-12-01,17.173,0.6559999999999999,Xalapa,Mexico,20.09N,97.25W
1927-01-01,15.425,0.32899999999999996,Xalapa,Mexico,20.09N,97.25W
1927-02-01,17.906000000000006,0.442,Xalapa,Mexico,20.09N,97.25W
1927-03-01,19.578,0.195,Xalapa,Mexico,20.09N,97.25W
1927-04-01,21.917,0.48100000000000004,Xalapa,Mexico,20.09N,97.25W
1927-05-01,24.948,0.858,Xalapa,Mexico,20.09N,97.25W
1927-06-01,23.361,0.871,Xalapa,Mexico,20.09N,97.25W
1927-07-01,22.155,0.392,Xalapa,Mexico,20.09N,97.25W
1927-08-01,22.930000000000003,0.27699999999999997,Xalapa,Mexico,20.09N,97.25W
1927-09-01,21.848000000000003,0.424,Xalapa,Mexico,20.09N,97.25W
1927-10-01,20.117,0.168,Xalapa,Mexico,20.09N,97.25W
1927-11-01,18.333,0.772,Xalapa,Mexico,20.09N,97.25W
1927-12-01,17.32,0.7090000000000001,Xalapa,Mexico,20.09N,97.25W
1928-01-01,15.636,0.32,Xalapa,Mexico,20.09N,97.25W
1928-02-01,17.561,0.409,Xalapa,Mexico,20.09N,97.25W
1928-03-01,19.954,0.386,Xalapa,Mexico,20.09N,97.25W
1928-04-01,21.774,1.053,Xalapa,Mexico,20.09N,97.25W
1928-05-01,22.892,0.34700000000000003,Xalapa,Mexico,20.09N,97.25W
1928-06-01,24.55,1.126,Xalapa,Mexico,20.09N,97.25W
1928-07-01,22.83,0.24,Xalapa,Mexico,20.09N,97.25W
1928-08-01,23.112,0.244,Xalapa,Mexico,20.09N,97.25W
1928-09-01,22.226,0.228,Xalapa,Mexico,20.09N,97.25W
1928-10-01,20.833,0.184,Xalapa,Mexico,20.09N,97.25W
1928-11-01,18.017,0.33899999999999997,Xalapa,Mexico,20.09N,97.25W
1928-12-01,16.473,0.588,Xalapa,Mexico,20.09N,97.25W
1929-01-01,16.423000000000002,0.493,Xalapa,Mexico,20.09N,97.25W
1929-02-01,18.133000000000006,0.84,Xalapa,Mexico,20.09N,97.25W
1929-03-01,20.232,0.475,Xalapa,Mexico,20.09N,97.25W
1929-04-01,23.351999999999997,0.284,Xalapa,Mexico,20.09N,97.25W
1929-05-01,23.53,0.537,Xalapa,Mexico,20.09N,97.25W
1929-06-01,22.905,0.501,Xalapa,Mexico,20.09N,97.25W
1929-07-01,22.204,0.561,Xalapa,Mexico,20.09N,97.25W
1929-08-01,22.203000000000007,0.22699999999999998,Xalapa,Mexico,20.09N,97.25W
1929-09-01,21.951,0.256,Xalapa,Mexico,20.09N,97.25W
1929-10-01,20.009,0.313,Xalapa,Mexico,20.09N,97.25W
1929-11-01,18.635,0.633,Xalapa,Mexico,20.09N,97.25W
1929-12-01,16.093999999999998,0.61,Xalapa,Mexico,20.09N,97.25W
1930-01-01,16.37,0.49,Xalapa,Mexico,20.09N,97.25W
1930-02-01,17.311,0.62,Xalapa,Mexico,20.09N,97.25W
1930-03-01,19.709,0.289,Xalapa,Mexico,20.09N,97.25W
1930-04-01,20.473,0.331,Xalapa,Mexico,20.09N,97.25W
1930-05-01,24.409000000000002,0.8140000000000001,Xalapa,Mexico,20.09N,97.25W
1930-06-01,22.89,0.478,Xalapa,Mexico,20.09N,97.25W
1930-07-01,22.043000000000003,0.19699999999999998,Xalapa,Mexico,20.09N,97.25W
1930-08-01,22.75,0.321,Xalapa,Mexico,20.09N,97.25W
1930-09-01,23.304000000000002,1.054,Xalapa,Mexico,20.09N,97.25W
1930-10-01,21.003,0.8640000000000001,Xalapa,Mexico,20.09N,97.25W
1930-11-01,17.985,0.499,Xalapa,Mexico,20.09N,97.25W
1930-12-01,16.378999999999998,0.765,Xalapa,Mexico,20.09N,97.25W
1931-01-01,15.304,0.44,Xalapa,Mexico,20.09N,97.25W
1931-02-01,16.956,0.785,Xalapa,Mexico,20.09N,97.25W
1931-03-01,18.437,0.6709999999999999,Xalapa,Mexico,20.09N,97.25W
1931-04-01,19.937,0.5479999999999999,Xalapa,Mexico,20.09N,97.25W
1931-05-01,22.491999999999997,0.414,Xalapa,Mexico,20.09N,97.25W
1931-06-01,22.958,0.33,Xalapa,Mexico,20.09N,97.25W
1931-07-01,22.779,0.8490000000000001,Xalapa,Mexico,20.09N,97.25W
1931-08-01,22.131999999999998,0.311,Xalapa,Mexico,20.09N,97.25W
1931-09-01,21.633000000000003,0.305,Xalapa,Mexico,20.09N,97.25W
1931-10-01,20.791,0.15,Xalapa,Mexico,20.09N,97.25W
1931-11-01,18.588,0.201,Xalapa,Mexico,20.09N,97.25W
1931-12-01,17.436,0.45399999999999996,Xalapa,Mexico,20.09N,97.25W
1932-01-01,17.393,0.7759999999999999,Xalapa,Mexico,20.09N,97.25W
1932-02-01,18.35,0.43,Xalapa,Mexico,20.09N,97.25W
1932-03-01,18.274,0.392,Xalapa,Mexico,20.09N,97.25W
1932-04-01,20.97,0.301,Xalapa,Mexico,20.09N,97.25W
1932-05-01,23.133000000000003,0.47200000000000003,Xalapa,Mexico,20.09N,97.25W
1932-06-01,23.66,0.28800000000000003,Xalapa,Mexico,20.09N,97.25W
1932-07-01,22.372,0.275,Xalapa,Mexico,20.09N,97.25W
1932-08-01,23.041,0.18899999999999997,Xalapa,Mexico,20.09N,97.25W
1932-09-01,22.593000000000004,0.312,Xalapa,Mexico,20.09N,97.25W
1932-10-01,20.233,0.187,Xalapa,Mexico,20.09N,97.25W
1932-11-01,16.589000000000002,0.35,Xalapa,Mexico,20.09N,97.25W
1932-12-01,17.285999999999998,0.49200000000000005,Xalapa,Mexico,20.09N,97.25W
1933-01-01,17.185,0.531,Xalapa,Mexico,20.09N,97.25W
1933-02-01,18.382,0.504,Xalapa,Mexico,20.09N,97.25W
1933-03-01,19.598,0.6759999999999999,Xalapa,Mexico,20.09N,97.25W
1933-04-01,22.949,0.395,Xalapa,Mexico,20.09N,97.25W
1933-05-01,25.233,0.503,Xalapa,Mexico,20.09N,97.25W
1933-06-01,22.721999999999998,1.081,Xalapa,Mexico,20.09N,97.25W
1933-07-01,23.180999999999997,0.39899999999999997,Xalapa,Mexico,20.09N,97.25W
1933-08-01,22.309,0.314,Xalapa,Mexico,20.09N,97.25W
1933-09-01,22.172,0.45399999999999996,Xalapa,Mexico,20.09N,97.25W
1933-10-01,20.137999999999998,0.43700000000000006,Xalapa,Mexico,20.09N,97.25W
1933-11-01,18.128,0.642,Xalapa,Mexico,20.09N,97.25W
1933-12-01,17.189999999999998,0.672,Xalapa,Mexico,20.09N,97.25W
1934-01-01,16.875,0.508,Xalapa,Mexico,20.09N,97.25W
1934-02-01,17.172,0.82,Xalapa,Mexico,20.09N,97.25W
1934-03-01,16.765,0.619,Xalapa,Mexico,20.09N,97.25W
1934-04-01,20.661,0.42,Xalapa,Mexico,20.09N,97.25W
1934-05-01,21.78,0.621,Xalapa,Mexico,20.09N,97.25W
1934-06-01,23.248,0.509,Xalapa,Mexico,20.09N,97.25W
1934-07-01,22.541,0.45399999999999996,Xalapa,Mexico,20.09N,97.25W
1934-08-01,22.459000000000003,0.27,Xalapa,Mexico,20.09N,97.25W
1934-09-01,21.867,0.36,Xalapa,Mexico,20.09N,97.25W
1934-10-01,20.152,0.465,Xalapa,Mexico,20.09N,97.25W
1934-11-01,18.743,0.594,Xalapa,Mexico,20.09N,97.25W
1934-12-01,16.979,0.46399999999999997,Xalapa,Mexico,20.09N,97.25W
1935-01-01,16.088,0.414,Xalapa,Mexico,20.09N,97.25W
1935-02-01,15.682000000000002,0.5660000000000001,Xalapa,Mexico,20.09N,97.25W
1935-03-01,19.415,0.838,Xalapa,Mexico,20.09N,97.25W
1935-04-01,22.063000000000002,0.9740000000000001,Xalapa,Mexico,20.09N,97.25W
1935-05-01,23.581,0.397,Xalapa,Mexico,20.09N,97.25W
1935-06-01,22.750999999999998,0.479,Xalapa,Mexico,20.09N,97.25W
1935-07-01,22.293000000000003,0.313,Xalapa,Mexico,20.09N,97.25W
1935-08-01,22.353,0.408,Xalapa,Mexico,20.09N,97.25W
1935-09-01,22.019000000000002,0.35700000000000004,Xalapa,Mexico,20.09N,97.25W
