09,1.964,Lleida,Spain,40.99N,0.00W
1811-05-01,13.92,3.7089999999999996,London,United Kingdom,52.24N,0.00W
1811-06-01,15.394,4.027,London,United Kingdom,52.24N,0.00W
1811-07-01,16.882,3.092,London,United Kingdom,52.24N,0.00W
1811-08-01,15.565999999999999,4.952,London,United Kingdom,52.24N,0.00W
1811-09-01,14.105,3.1,London,United Kingdom,52.24N,0.00W
1811-10-01,12.28,5.289,London,United Kingdom,52.24N,0.00W
1811-11-01,7.666,6.172999999999999,London,United Kingdom,52.24N,0.00W
1811-12-01,3.699,3.575,London,United Kingdom,52.24N,0.00W
1812-01-01,2.497,3.074,London,United Kingdom,52.24N,0.00W
1812-02-01,5.465,0.846,London,United Kingdom,52.24N,0.00W
1812-03-01,3.996,3.2089999999999996,London,United Kingdom,52.24N,0.00W
1812-04-01,5.756,3.307,London,United Kingdom,52.24N,0.00W
1812-05-01,12.125,3.0610000000000004,London,United Kingdom,52.24N,0.00W
1812-06-01,13.95,1.3030000000000002,London,United Kingdom,52.24N,0.00W
1812-07-01,15.116,2.4530000000000003,London,United Kingdom,52.24N,0.00W
1812-08-01,15.366,5.489,London,United Kingdom,52.24N,0.00W
1812-09-01,13.623,0.992,London,United Kingdom,52.24N,0.00W
1812-10-01,9.69,4.1080000000000005,London,United Kingdom,52.24N,0.00W
1812-11-01,4.524,3.937,London,United Kingdom,52.24N,0.00W
1812-12-01,0.8929999999999998,4.697,London,United Kingdom,52.24N,0.00W
1813-01-01,1.551,5.23,London,United Kingdom,52.24N,0.00W
1813-02-01,5.662000000000001,1.91,London,United Kingdom,52.24N,0.00W
1813-03-01,6.3260000000000005,9.147,London,United Kingdom,52.24N,0.00W
1813-04-01,8.039,1.261,London,United Kingdom,52.24N,0.00W
1813-05-01,12.568,6.792999999999999,London,United Kingdom,52.24N,0.00W
1813-06-01,14.407,3.142,London,United Kingdom,52.24N,0.00W
1813-07-01,16.319000000000006,2.279,London,United Kingdom,52.24N,0.00W
1813-08-01,15.727,1.296,London,United Kingdom,52.24N,0.00W
1813-09-01,13.195,2.279,London,United Kingdom,52.24N,0.00W
1813-10-01,8.471,1.526,London,United Kingdom,52.24N,0.00W
1813-11-01,4.66,2.542,London,United Kingdom,52.24N,0.00W
1813-12-01,2.672,2.215,London,United Kingdom,52.24N,0.00W
1814-01-01,-2.415,4.398,London,United Kingdom,52.24N,0.00W
1814-02-01,0.29899999999999993,1.41,London,United Kingdom,52.24N,0.00W
1814-03-01,2.4850000000000003,3.0469999999999997,London,United Kingdom,52.24N,0.00W
1814-04-01,9.395,1.35,London,United Kingdom,52.24N,0.00W
1814-05-01,9.77,1.859,London,United Kingdom,52.24N,0.00W
1814-06-01,13.175999999999998,1.615,London,United Kingdom,52.24N,0.00W
1814-07-01,16.917,3.054,London,United Kingdom,52.24N,0.00W
1814-08-01,15.620999999999999,1.685,London,United Kingdom,52.24N,0.00W
1814-09-01,13.224,2.17,London,United Kingdom,52.24N,0.00W
1814-10-01,7.922999999999999,5.046,London,United Kingdom,52.24N,0.00W
1814-11-01,4.772,7.172000000000001,London,United Kingdom,52.24N,0.00W
1814-12-01,3.985,8.715,London,United Kingdom,52.24N,0.00W
1815-01-01,-0.5270000000000001,2.427,London,United Kingdom,52.24N,0.00W
1815-02-01,5.557,7.346,London,United Kingdom,52.24N,0.00W
1815-03-01,7.053999999999999,4.602,London,United Kingdom,52.24N,0.00W
1815-04-01,7.906000000000001,2.333,London,United Kingdom,52.24N,0.00W
1815-05-01,12.71,4.663,London,United Kingdom,52.24N,0.00W
1815-06-01,14.645999999999999,3.926,London,United Kingdom,52.24N,0.00W
1815-07-01,15.524,3.386,London,United Kingdom,52.24N,0.00W
1815-08-01,15.943,3.088,London,United Kingdom,52.24N,0.00W
1815-09-01,13.542,1.963,London,United Kingdom,52.24N,0.00W
1815-10-01,9.816,4.128,London,United Kingdom,52.24N,0.00W
1815-11-01,3.824,2.0340000000000003,London,United Kingdom,52.24N,0.00W
1815-12-01,1.94,3.063,London,United Kingdom,52.24N,0.00W
1816-01-01,2.478,5.206,London,United Kingdom,52.24N,0.00W
1816-02-01,1.822,1.966,London,United Kingdom,52.24N,0.00W
1816-03-01,4.085000000000001,2.628,London,United Kingdom,52.24N,0.00W
1816-04-01,6.972,5.559,London,United Kingdom,52.24N,0.00W
1816-05-01,10.202,2.58,London,United Kingdom,52.24N,0.00W
1816-06-01,13.158,2.398,London,United Kingdom,52.24N,0.00W
1816-07-01,14.552999999999999,2.346,London,United Kingdom,52.24N,0.00W
1816-08-01,14.217,0.9520000000000001,London,United Kingdom,52.24N,0.00W
1816-09-01,12.428999999999998,1.6580000000000001,London,United Kingdom,52.24N,0.00W
1816-10-01,9.482000000000001,7.414,London,United Kingdom,52.24N,0.00W
1816-11-01,3.61,8.452,London,United Kingdom,52.24N,0.00W
1816-12-01,2.763,2.479,London,United Kingdom,52.24N,0.00W
1817-01-01,4.3870000000000005,5.992000000000001,London,United Kingdom,52.24N,0.00W
1817-02-01,6.12,3.565,London,United Kingdom,52.24N,0.00W
1817-03-01,5.155,3.4739999999999998,London,United Kingdom,52.24N,0.00W
1817-04-01,6.171,2.511,London,United Kingdom,52.24N,0.00W
1817-05-01,9.719,3.222,London,United Kingdom,52.24N,0.00W
1817-06-01,15.681,2.177,London,United Kingdom,52.24N,0.00W
1817-07-01,15.090000000000002,1.349,London,United Kingdom,52.24N,0.00W
1817-08-01,14.487000000000002,2.5669999999999997,London,United Kingdom,52.24N,0.00W
1817-09-01,14.23,3.3360000000000003,London,United Kingdom,52.24N,0.00W
1817-10-01,6.2860000000000005,3.7030000000000003,London,United Kingdom,52.24N,0.00W
1817-11-01,8.117,2.577,London,United Kingdom,52.24N,0.00W
1817-12-01,1.938,2.764,London,United Kingdom,52.24N,0.00W
1818-01-01,4.122,4.262,London,United Kingdom,52.24N,0.00W
1818-02-01,2.595,1.859,London,United Kingdom,52.24N,0.00W
1818-03-01,4.617000000000001,2.262,London,United Kingdom,52.24N,0.00W
1818-04-01,7.49,7.087000000000001,London,United Kingdom,52.24N,0.00W
1818-05-01,11.651,4.0280000000000005,London,United Kingdom,52.24N,0.00W
1818-06-01,16.956,5.266,London,United Kingdom,52.24N,0.00W
1818-07-01,18.877,3.2489999999999997,London,United Kingdom,52.24N,0.00W
1818-08-01,16.457,1.775,London,United Kingdom,52.24N,0.00W
1818-09-01,13.943,3.115,London,United Kingdom,52.24N,0.00W
1818-10-01,10.767000000000001,2.787,London,United Kingdom,52.24N,0.00W
1818-11-01,8.422,6.481,London,United Kingdom,52.24N,0.00W
1818-12-01,2.648,2.4419999999999997,London,United Kingdom,52.24N,0.00W
1819-01-01,4.2669999999999995,3.4419999999999997,London,United Kingdom,52.24N,0.00W
1819-02-01,4.136,4.413,London,United Kingdom,52.24N,0.00W
1819-03-01,5.944000000000001,7.806,London,United Kingdom,52.24N,0.00W
1819-04-01,8.748,1.42,London,United Kingdom,52.24N,0.00W
1819-05-01,12.587,1.8730000000000002,London,United Kingdom,52.24N,0.00W
1819-06-01,14.56,1.814,London,United Kingdom,52.24N,0.00W
1819-07-01,17.6,1.117,London,United Kingdom,52.24N,0.00W
1819-08-01,18.268,1.767,London,United Kingdom,52.24N,0.00W
1819-09-01,14.303999999999998,1.3030000000000002,London,United Kingdom,52.24N,0.00W
1819-10-01,8.932,2.206,London,United Kingdom,52.24N,0.00W
1819-11-01,3.995,2.4730000000000003,London,United Kingdom,52.24N,0.00W
1819-12-01,1.6719999999999997,3.2119999999999997,London,United Kingdom,52.24N,0.00W
1820-01-01,-0.7000000000000002,7.712999999999999,London,United Kingdom,52.24N,0.00W
1820-02-01,3.0980000000000003,4.043,London,United Kingdom,52.24N,0.00W
1820-03-01,4.34,2.798,London,United Kingdom,52.24N,0.00W
1820-04-01,9.166,1.036,London,United Kingdom,52.24N,0.00W
1820-05-01,12.061,1.75,London,United Kingdom,52.24N,0.00W
1820-06-01,13.937999999999999,1.359,London,United Kingdom,52.24N,0.00W
1820-07-01,16.373,2.8310000000000004,London,United Kingdom,52.24N,0.00W
1820-08-01,16.125,2.334,London,United Kingdom,52.24N,0.00W
1820-09-01,12.725,2.472,London,United Kingdom,52.24N,0.00W
1820-10-01,8.001000000000001,0.917,London,United Kingdom,52.24N,0.00W
1820-11-01,4.6339999999999995,1.068,London,United Kingdom,52.24N,0.00W
1820-12-01,3.556,1.5830000000000002,London,United Kingdom,52.24N,0.00W
1821-01-01,3.062,3.7889999999999997,London,United Kingdom,52.24N,0.00W
1821-02-01,2.06,5.112,London,United Kingdom,52.24N,0.00W
1821-03-01,5.827999999999999,2.032,London,United Kingdom,52.24N,0.00W
1821-04-01,10.035,2.533,London,United Kingdom,52.24N,0.00W
1821-05-01,10.124,1.8259999999999998,London,United Kingdom,52.24N,0.00W
1821-06-01,12.923,3.423,London,United Kingdom,52.24N,0.00W
1821-07-01,15.273,1.4480000000000002,London,United Kingdom,52.24N,0.00W
1821-08-01,16.723000000000006,1.775,London,United Kingdom,52.24N,0.00W
1821-09-01,15.112,1.643,London,United Kingdom,52.24N,0.00W
1821-10-01,9.906,0.89,London,United Kingdom,52.24N,0.00W
1821-11-01,8.203,2.9410000000000003,London,United Kingdom,52.24N,0.00W
1821-12-01,6.324,1.652,London,United Kingdom,52.24N,0.00W
1822-01-01,4.2620000000000005,3.31,London,United Kingdom,52.24N,0.00W
1822-02-01,6.0939999999999985,2.31,London,United Kingdom,52.24N,0.00W
1822-03-01,8.199,1.683,London,United Kingdom,52.24N,0.00W
1822-04-01,8.634,1.358,London,United Kingdom,52.24N,0.00W
1822-05-01,13.535,1.905,London,United Kingdom,52.24N,0.00W
1822-06-01,17.589000000000002,1.601,London,United Kingdom,52.24N,0.00W
1822-07-01,16.859,1.225,London,United Kingdom,52.24N,0.00W
1822-08-01,16.366,2.79,London,United Kingdom,52.24N,0.00W
1822-09-01,13.01,2.131,London,United Kingdom,52.24N,0.00W
1822-10-01,10.735999999999999,0.958,London,United Kingdom,52.24N,0.00W
1822-11-01,8.196,1.818,London,United Kingdom,52.24N,0.00W
1822-12-01,0.8449999999999998,2.964,London,United Kingdom,52.24N,0.00W
1823-01-01,-0.927,1.818,London,United Kingdom,52.24N,0.00W
1823-02-01,3.339,2.569,London,United Kingdom,52.24N,0.00W
1823-03-01,5.235,2.354,London,United Kingdom,52.24N,0.00W
1823-04-01,6.7620000000000005,3.116,London,United Kingdom,52.24N,0.00W
1823-05-01,12.928,1.8619999999999999,London,United Kingdom,52.24N,0.00W
1823-06-01,13.185,2.8810000000000002,London,United Kingdom,52.24N,0.00W
1823-07-01,15.159000000000002,1.905,London,United Kingdom,52.24N,0.00W
1823-08-01,16.346,2.935,London,United Kingdom,52.24N,0.00W
1823-09-01,13.356,1.6340000000000001,London,United Kingdom,52.24N,0.00W
1823-10-01,8.755,1.93,London,United Kingdom,52.24N,0.00W
1823-11-01,6.537000000000001,3.9589999999999996,London,United Kingdom,52.24N,0.00W
1823-12-01,4.93,0.95,London,United Kingdom,52.24N,0.00W
1824-01-01,3.758,1.5430000000000001,London,United Kingdom,52.24N,0.00W
1824-02-01,4.447,3.057,London,United Kingdom,52.24N,0.00W
1824-03-01,4.8530000000000015,1.926,London,United Kingdom,52.24N,0.00W
1824-04-01,7.34,2.526,London,United Kingdom,52.24N,0.00W
1824-05-01,10.921,1.778,London,United Kingdom,52.24N,0.00W
1824-06-01,14.363,3.174,London,United Kingdom,52.24N,0.00W
1824-07-01,17.07,4.848,London,United Kingdom,52.24N,0.00W
1824-08-01,16.476000000000006,2.679,London,United Kingdom,52.24N,0.00W
1824-09-01,14.632,2.327,London,United Kingdom,52.24N,0.00W
1824-10-01,9.415,1.679,London,United Kingdom,52.24N,0.00W
1824-11-01,7.222,2.093,London,United Kingdom,52.24N,0.00W
1824-12-01,5.352,3.8280000000000003,London,United Kingdom,52.24N,0.00W
1825-01-01,3.918,2.957,London,United Kingdom,52.24N,0.00W
1825-02-01,3.837,1.871,London,United Kingdom,52.24N,0.00W
1825-03-01,4.426,3.043,London,United Kingdom,52.24N,0.00W
1825-04-01,8.959,3.1319999999999997,London,United Kingdom,52.24N,0.00W
1825-05-01,12.04,0.718,London,United Kingdom,52.24N,0.00W
1825-06-01,14.870999999999999,0.9159999999999999,London,United Kingdom,52.24N,0.00W
1825-07-01,18.102999999999998,2.978,London,United Kingdom,52.24N,0.00W
1825-08-01,17.160999999999998,3.1639999999999997,London,United Kingdom,52.24N,0.00W
1825-09-01,15.553999999999998,2.1519999999999997,London,United Kingdom,52.24N,0.00W
1825-10-01,10.489,2.066,London,United Kingdom,52.24N,0.00W
1825-11-01,5.46,2.975,London,United Kingdom,52.24N,0.00W
1825-12-01,4.973,0.898,London,United Kingdom,52.24N,0.00W
1826-01-01,-0.2890000000000001,1.556,London,United Kingdom,52.24N,0.00W
1826-02-01,5.904,2.042,London,United Kingdom,52.24N,0.00W
1826-03-01,5.928999999999999,1.8880000000000001,London,United Kingdom,52.24N,0.00W
1826-04-01,8.416,4.617,London,United Kingdom,52.24N,0.00W
1826-05-01,11.405,2.385,London,United Kingdom,52.24N,0.00W
1826-06-01,16.668,4.103,London,United Kingdom,52.24N,0.00W
1826-07-01,18.805,1.797,London,United Kingdom,52.24N,0.00W
1826-08-01,18.602,2.1519999999999997,London,United Kingdom,52.24N,0.00W
1826-09-01,14.407,2.929,London,United Kingdom,52.24N,0.00W
1826-10-01,11.205,3.0389999999999997,London,United Kingdom,52.24N,0.00W
1826-11-01,4.941,1.3319999999999999,London,United Kingdom,52.24N,0.00W
1826-12-01,5.462000000000001,2.627,London,United Kingdom,52.24N,0.00W
1827-01-01,1.041,3.388,London,United Kingdom,52.24N,0.00W
1827-02-01,0.07899999999999974,0.8640000000000001,London,United Kingdom,52.24N,0.00W
1827-03-01,6.082999999999999,2.372,London,United Kingdom,52.24N,0.00W
1827-04-01,8.843,4.284,London,United Kingdom,52.24N,0.00W
1827-05-01,12.315,3.179,London,United Kingdom,52.24N,0.00W
1827-06-01,14.747,2.576,London,United Kingdom,52.24N,0.00W
1827-07-01,17.471,1.725,London,United Kingdom,52.24N,0.00W
1827-08-01,15.574000000000002,2.121,London,United Kingdom,52.24N,0.00W
1827-09-01,13.939,1.005,London,United Kingdom,52.24N,0.00W
1827-10-01,10.663,0.897,London,United Kingdom,52.24N,0.00W
1827-11-01,5.404,1.19,London,United Kingdom,52.24N,0.00W
1827-12-01,6.266,4.4510000000000005,London,United Kingdom,52.24N,0.00W
1828-01-01,4.0760000000000005,3.22,London,United Kingdom,52.24N,0.00W
1828-02-01,4.371,3.178,London,United Kingdom,52.24N,0.00W
1828-03-01,6.2589999999999995,2.7910000000000004,London,United Kingdom,52.24N,0.00W
1828-04-01,8.269,2.978,London,United Kingdom,52.24N,0.00W
1828-05-01,12.437000000000001,3.5980000000000003,London,United Kingdom,52.24N,0.00W
1828-06-01,15.687000000000001,2.7089999999999996,London,United Kingdom,52.24N,0.00W
1828-07-01,16.962000000000003,1.724,London,United Kingdom,52.24N,0.00W
1828-08-01,15.629,2.157,London,United Kingdom,52.24N,0.00W
1828-09-01,14.525,0.943,London,United Kingdom,52.24N,0.00W
1828-10-01,9.815,1.649,London,United Kingdom,52.24N,0.00W
1828-11-01,6.773,1.761,London,United Kingdom,52.24N,0.00W
1828-12-01,6.443,3.0010000000000003,London,United Kingdom,52.24N,0.00W
1829-01-01,-0.778,1.659,London,United Kingdom,52.24N,0.00W
1829-02-01,3.039,4.275,London,United Kingdom,52.24N,0.00W
1829-03-01,4.081,1.9509999999999998,London,United Kingdom,52.24N,0.00W
1829-04-01,6.7589999999999995,1.7830000000000001,London,United Kingdom,52.24N,0.00W
1829-05-01,12.634,4.244,London,United Kingdom,52.24N,0.00W
1829-06-01,15.229,2.748,London,United Kingdom,52.24N,0.00W
1829-07-01,16.105,2.2640000000000002,London,United Kingdom,52.24N,0.00W
1829-08-01,14.745,2.145,London,United Kingdom,52.24N,0.00W
1829-09-01,11.817,2.346,London,United Kingdom,52.24N,0.00W
1829-10-01,8.265,2.214,London,United Kingdom,52.24N,0.00W
1829-11-01,3.8819999999999997,3.47,London,United Kingdom,52.24N,0.00W
1829-12-01,-0.4039999999999999,5.236000000000001,London,United Kingdom,52.24N,0.00W
1830-01-01,-0.8859999999999997,3.29,London,United Kingdom,52.24N,0.00W
1830-02-01,1.258,1.248,London,United Kingdom,52.24N,0.00W
1830-03-01,7.4879999999999995,0.9259999999999999,London,United Kingdom,52.24N,0.00W
1830-04-01,9.295,2.2969999999999997,London,United Kingdom,52.24N,0.00W
1830-05-01,12.338,1.015,London,United Kingdom,52.24N,0.00W
1830-06-01,13.307,3.622,London,United Kingdom,52.24N,0.00W
1830-07-01,17.084000000000003,1.754,London,United Kingdom,52.24N,0.00W
1830-08-01,15.038,3.898,London,United Kingdom,52.24N,0.00W
1830-09-01,12.316,3.0810000000000004,London,United Kingdom,52.24N,0.00W
1830-10-01,10.113999999999999,3.5589999999999997,London,United Kingdom,52.24N,0.00W
1830-11-01,6.612,1.983,London,United Kingdom,52.24N,0.00W
1830-12-01,1.4539999999999995,2.246,London,United Kingdom,52.24N,0.00W
1831-01-01,1.2200000000000002,2.8739999999999997,London,United Kingdom,52.24N,0.00W
1831-02-01,4.738,5.898,London,United Kingdom,52.24N,0.00W
1831-03-01,6.822,4.395,London,United Kingdom,52.24N,0.00W
1831-04-01,9.206,1.3359999999999999,London,United Kingdom,52.24N,0.00W
1831-05-01,11.573,3.821,London,United Kingdom,52.24N,0.00W
1831-06-01,15.075999999999999,2.718,London,United Kingdom,52.24N,0.00W
1831-07-01,17.362000000000002,1.432,London,United Kingdom,52.24N,0.00W
1831-08-01,17.295,1.743,London,United Kingdom,52.24N,0.00W
1831-09-01,13.552,2.127,London,United Kingdom,52.24N,0.00W
1831-10-01,12.552,1.605,London,United Kingdom,52.24N,0.00W
1831-11-01,5.521,5.9670000000000005,London,United Kingdom,52.24N,0.00W
1831-12-01,5.247000000000001,4.487,London,United Kingdom,52.24N,0.00W
1832-01-01,2.162,2.269,London,United Kingdom,52.24N,0.00W
1832-02-01,2.986,2.498,London,United Kingdom,52.24N,0.00W
1832-03-01,5.112,2.073,London,United Kingdom,52.24N,0.00W
1832-04-01,8.441,3.682,London,United Kingdom,52.24N,0.00W
1832-05-01,10.957,2.89,London,United Kingdom,52.24N,0.00W
1832-06-01,14.995,2.372,London,United Kingdom,52.24N,0.00W
1832-07-01,16.171000000000006,3.071,London,United Kingdom,52.24N,0.00W
1832-08-01,16.233,2.412,London,United Kingdom,52.24N,0.00W
1832-09-01,13.602,3.2,London,United Kingdom,52.24N,0.00W
1832-10-01,10.209,2.022,London,United Kingdom,52.24N,0.00W
1832-11-01,5.519,0.555,London,United Kingdom,52.24N,0.00W
1832-12-01,4.538,4.949,London,United Kingdom,52.24N,0.00W
1833-01-01,0.5060000000000002,3.303,London,United Kingdom,52.24N,0.00W
1833-02-01,5.518,1.8730000000000002,London,United Kingdom,52.24N,0.00W
1833-03-01,3.3520000000000003,3.013,London,United Kingdom,52.24N,0.00W
1833-04-01,7.51,1.62,London,United Kingdom,52.24N,0.00W
1833-05-01,15.073,2.38,London,United Kingdom,52.24N,0.00W
1833-06-01,15.173,2.231,London,United Kingdom,52.24N,0.00W
1833-07-01,16.333000000000002,2.151,London,United Kingdom,52.24N,0.00W
1833-08-01,14.622000000000002,2.377,London,United Kingdom,52.24N,0.00W
1833-09-01,12.382,1.271,London,United Kingdom,52.24N,0.00W
1833-10-01,9.935,1.6840000000000002,London,United Kingdom,52.24N,0.00W
1833-11-01,5.962999999999999,1.391,London,United Kingdom,52.24N,0.00W
1833-12-01,6.385,2.741,London,United Kingdom,52.24N,0.00W
1834-01-01,6.626,2.443,London,United Kingdom,52.24N,0.00W
1834-02-01,4.895,2.8110000000000004,London,United Kingdom,52.24N,0.00W
1834-03-01,6.796,2.528,London,United Kingdom,52.24N,0.00W
1834-04-01,7.396,2.97,London,United Kingdom,52.24N,0.00W
1834-05-01,13.61,1.4169999999999998,London,United Kingdom,52.24N,0.00W
1834-06-01,15.862,3.125,London,United Kingdom,52.24N,0.00W
1834-07-01,18.285,2.592,London,United Kingdom,52.24N,0.00W
1834-08-01,17.330000000000002,2.258,London,United Kingdom,52.24N,0.00W
1834-09-01,14.608,3.158,London,United Kingdom,52.24N,0.00W
1834-10-01,10.409,1.597,London,United Kingdom,52.24N,0.00W
1834-11-01,6.2410000000000005,2.7239999999999998,London,United Kingdom,52.24N,0.00W
1834-12-01,4.976,1.6469999999999998,London,United Kingdom,52.24N,0.00W
1835-01-01,3.1719999999999997,2.488,London,United Kingdom,52.24N,0.00W
1835-02-01,5.419,2.171,London,United Kingdom,52.24N,0.00W
1835-03-01,5.432,2.224,London,United Kingdom,52.24N,0.00W
1835-04-01,7.824,2.7260000000000004,London,United Kingdom,52.24N,0.00W
1835-05-01,11.205,1.375,London,United Kingdom,52.24N,0.00W
1835-06-01,15.222999999999999,2.303,London,United Kingdom,52.24N,0.00W
1835-07-01,17.57,2.253,London,United Kingdom,52.24N,0.00W
1835-08-01,17.3,1.976,London,United Kingdom,52.24N,0.00W
1835-09-01,13.912999999999998,1.8619999999999999,London,United Kingdom,52.24N,0.00W
1835-10-01,8.626,1.251,London,United Kingdom,52.24N,0.00W
1835-11-01,5.872000000000001,1.345,London,United Kingdom,52.24N,0.00W
1835-12-01,2.249,2.073,London,United Kingdom,52.24N,0.00W
1836-01-01,2.966,0.9359999999999999,London,United Kingdom,52.24N,0.00W
1836-02-01,3.025,2.424,London,United Kingdom,52.24N,0.00W
1836-03-01,6.436,1.1840000000000002,London,United Kingdom,52.24N,0.00W
1836-04-01,6.774,1.52,London,United Kingdom,52.24N,0.00W
1836-05-01,11.151,1.4169999999999998,London,United Kingdom,52.24N,0.00W
1836-06-01,15.649,1.479,London,United Kingdom,52.24N,0.00W
1836-07-01,16.637999999999998,1.702,London,United Kingdom,52.24N,0.00W
1836-08-01,15.755999999999998,2.147,London,United Kingdom,52.24N,0.00W
1836-09-01,12.009,2.801,London,United Kingdom,52.24N,0.00W
1836-10-01,8.952,5.848,London,United Kingdom,52.24N,0.00W
1836-11-01,5.327999999999999,2.206,London,United Kingdom,52.24N,0.00W
1836-12-01,3.849,2.678,London,United Kingdom,52.24N,0.00W
1837-01-01,2.67,2.6180000000000003,London,United Kingdom,52.24N,0.00W
1837-02-01,4.603,1.7309999999999999,London,United Kingdom,52.24N,0.00W
1837-03-01,2.1730000000000005,2.13,London,United Kingdom,52.24N,0.00W
1837-04-01,4.571000000000001,1.204,London,United Kingdom,52.24N,0.00W
1837-05-01,9.592,1.77,London,United Kingdom,52.24N,0.00W
1837-06-01,15.591,2.069,London,United Kingdom,52.24N,0.00W
1837-07-01,17.289,1.15,London,United Kingdom,52.24N,0.00W
1837-08-01,16.771,1.444,London,United Kingdom,52.24N,0.00W
1837-09-01,13.005,1.247,London,United Kingdom,52.24N,0.00W
1837-10-01,10.413,2.77,London,United Kingdom,52.24N,0.00W
1837-11-01,4.995,2.647,London,United Kingdom,52.24N,0.00W
1837-12-01,4.567,4.185,London,United Kingdom,52.24N,0.00W
1838-01-01,-2.781,3.071,London,United Kingdom,52.24N,0.00W
1838-02-01,-0.0049999999999998926,1.38,London,United Kingdom,52.24N,0.00W
1838-03-01,5.006,1.465,London,United Kingdom,52.24N,0.00W
1838-04-01,5.612,1.551,London,United Kingdom,52.24N,0.00W
1838-05-01,11.124,0.9179999999999999,London,United Kingdom,52.24N,0.00W
1838-06-01,14.544,1.726,London,United Kingdom,52.24N,0.00W
1838-07-01,16.511000000000006,4.031000000000001,London,United Kingdom,52.24N,0.00W
1838-08-01,15.8,3.6510000000000002,London,United Kingdom,52.24N,0.00W
1838-09-01,13.31,1.8019999999999998,London,United Kingdom,52.24N,0.00W
1838-10-01,9.695,4.114,London,United Kingdom,52.24N,0.00W
1838-11-01,4.532,3.0410000000000004,London,United Kingdom,52.24N,0.00W
1838-12-01,3.292,2.535,London,United Kingdom,52.24N,0.00W
1839-01-01,2.5540000000000003,1.695,London,United Kingdom,52.24N,0.00W
1839-02-01,3.86,1.575,London,United Kingdom,52.24N,0.00W
1839-03-01,3.904,1.054,London,United Kingdom,52.24N,0.00W
1839-04-01,5.683,2.062,London,United Kingdom,52.24N,0.00W
1839-05-01,10.505999999999998,0.9229999999999999,London,United Kingdom,52.24N,0.00W
1839-06-01,15.0,1.3419999999999999,London,United Kingdom,52.24N,0.00W
1839-07-01,16.452,3.6460000000000004,London,United Kingdom,52.24N,0.00W
1839-08-01,15.325999999999999,2.841,London,United Kingdom,52.24N,0.00W
1839-09-01,13.326,1.591,London,United Kingdom,52.24N,0.00W
1839-10-01,9.443999999999999,2.072,London,United Kingdom,52.24N,0.00W
1839-11-01,6.867999999999999,2.1430000000000002,London,United Kingdom,52.24N,0.00W
1839-12-01,3.747,1.767,London,United Kingdom,52.24N,0.00W
1840-01-01,3.484,2.127,London,United Kingdom,52.24N,0.00W
1840-02-01,3.208,2.358,London,United Kingdom,52.24N,0.00W
1840-03-01,3.3360000000000003,0.893,London,United Kingdom,52.24N,0.00W
1840-04-01,9.656,2.7689999999999997,London,United Kingdom,52.24N,0.00W
1840-05-01,11.878,1.565,London,United Kingdom,52.24N,0.00W
1840-06-01,14.715,1.631,London,United Kingdom,52.24N,0.00W
1840-07-01,15.157000000000002,1.601,London,United Kingdom,52.24N,0.00W
1840-08-01,16.947000000000006,1.168,London,United Kingdom,52.24N,0.00W
1840-09-01,12.119000000000002,2.137,London,United Kingdom,52.24N,0.00W
1840-10-01,7.625,2.141,London,United Kingdom,52.24N,0.00W
1840-11-01,6.1000000000000005,3.326,London,United Kingdom,52.24N,0.00W
1840-12-01,-0.0810000000000004,1.8119999999999998,London,United Kingdom,52.24N,0.00W
1841-01-01,0.8039999999999998,2.376,London,United Kingdom,52.24N,0.00W
1841-02-01,1.719,1.4480000000000002,London,United Kingdom,52.24N,0.00W
1841-03-01,7.756,3.718,London,United Kingdom,52.24N,0.00W
1841-04-01,8.152999999999999,2.069,London,United Kingdom,52.24N,0.00W
1841-05-01,13.829,0.794,London,United Kingdom,52.24N,0.00W
1841-06-01,13.389000000000001,1.315,London,United Kingdom,52.24N,0.00W
1841-07-01,14.427999999999999,1.426,London,United Kingdom,52.24N,0.00W
1841-08-01,15.844,1.7519999999999998,London,United Kingdom,52.24N,0.00W
1841-09-01,14.653,1.5730000000000002,London,United Kingdom,52.24N,0.00W
1841-10-01,9.0,1.47,London,United Kingdom,52.24N,0.00W
1841-11-01,5.476,0.847,London,United Kingdom,52.24N,0.00W
1841-12-01,4.402,2.375,London,United Kingdom,52.24N,0.00W
1842-01-01,0.06300000000000018,1.751,London,United Kingdom,52.24N,0.00W
1842-02-01,4.185,1.699,London,United Kingdom,52.24N,0.00W
1842-03-01,6.5710000000000015,2.543,London,United Kingdom,52.24N,0.00W
1842-04-01,7.4110000000000005,2.0180000000000002,London,United Kingdom,52.24N,0.00W
1842-05-01,12.149000000000001,1.32,London,United Kingdom,52.24N,0.00W
1842-06-01,16.359,0.8859999999999999,London,United Kingdom,52.24N,0.00W
1842-07-01,15.666000000000002,1.45,London,United Kingdom,52.24N,0.00W
1842-08-01,18.700000000000006,1.5859999999999999,London,United Kingdom,52.24N,0.00W
1842-09-01,13.656,1.406,London,United Kingdom,52.24N,0.00W
1842-10-01,7.404,1.278,London,United Kingdom,52.24N,0.00W
1842-11-01,4.965,1.871,London,United Kingdom,52.24N,0.00W
1842-12-01,6.081,1.6669999999999998,London,United Kingdom,52.24N,0.00W
1843-01-01,3.8819999999999997,1.6119999999999999,London,United Kingdom,52.24N,0.00W
