5.79,0.29,Chungho,Taiwan,24.92N,120.59E
2001-12-01,26.301,0.649,Ciampea,Indonesia,7.23S,106.22E
2002-01-01,26.226,0.413,Ciampea,Indonesia,7.23S,106.22E
2002-02-01,26.215999999999998,0.45799999999999996,Ciampea,Indonesia,7.23S,106.22E
2002-03-01,27.1,0.22899999999999998,Ciampea,Indonesia,7.23S,106.22E
2002-04-01,26.939,0.313,Ciampea,Indonesia,7.23S,106.22E
2002-05-01,27.454,0.365,Ciampea,Indonesia,7.23S,106.22E
2002-06-01,27.039,0.319,Ciampea,Indonesia,7.23S,106.22E
2002-07-01,26.397,0.513,Ciampea,Indonesia,7.23S,106.22E
2002-08-01,26.22,0.52,Ciampea,Indonesia,7.23S,106.22E
2002-09-01,26.340999999999998,0.45299999999999996,Ciampea,Indonesia,7.23S,106.22E
2002-10-01,26.906,0.47,Ciampea,Indonesia,7.23S,106.22E
2002-11-01,26.901999999999997,0.20800000000000002,Ciampea,Indonesia,7.23S,106.22E
2002-12-01,26.808000000000003,0.204,Ciampea,Indonesia,7.23S,106.22E
2003-01-01,27.13,0.221,Ciampea,Indonesia,7.23S,106.22E
2003-02-01,26.541999999999998,0.258,Ciampea,Indonesia,7.23S,106.22E
2003-03-01,27.112,0.195,Ciampea,Indonesia,7.23S,106.22E
2003-04-01,27.53,0.386,Ciampea,Indonesia,7.23S,106.22E
2003-05-01,27.508000000000003,0.262,Ciampea,Indonesia,7.23S,106.22E
2003-06-01,27.204,0.39399999999999996,Ciampea,Indonesia,7.23S,106.22E
2003-07-01,26.54,0.504,Ciampea,Indonesia,7.23S,106.22E
2003-08-01,26.331000000000003,0.366,Ciampea,Indonesia,7.23S,106.22E
2003-09-01,26.342,0.385,Ciampea,Indonesia,7.23S,106.22E
2003-10-01,26.358,0.503,Ciampea,Indonesia,7.23S,106.22E
2003-11-01,26.701,0.261,Ciampea,Indonesia,7.23S,106.22E
2003-12-01,26.048000000000002,0.23600000000000002,Ciampea,Indonesia,7.23S,106.22E
2004-01-01,26.603,0.354,Ciampea,Indonesia,7.23S,106.22E
2004-02-01,26.445999999999998,0.21600000000000003,Ciampea,Indonesia,7.23S,106.22E
2004-03-01,27.01,0.20600000000000002,Ciampea,Indonesia,7.23S,106.22E
2004-04-01,27.546999999999997,0.166,Ciampea,Indonesia,7.23S,106.22E
2004-05-01,27.067,0.193,Ciampea,Indonesia,7.23S,106.22E
2004-06-01,26.590999999999998,0.45299999999999996,Ciampea,Indonesia,7.23S,106.22E
2004-07-01,26.195,0.35,Ciampea,Indonesia,7.23S,106.22E
2004-08-01,26.130000000000006,0.391,Ciampea,Indonesia,7.23S,106.22E
2004-09-01,26.653000000000002,0.281,Ciampea,Indonesia,7.23S,106.22E
2004-10-01,27.023000000000003,0.515,Ciampea,Indonesia,7.23S,106.22E
2004-11-01,26.866000000000003,0.21,Ciampea,Indonesia,7.23S,106.22E
2004-12-01,26.335,0.261,Ciampea,Indonesia,7.23S,106.22E
2005-01-01,26.13,0.257,Ciampea,Indonesia,7.23S,106.22E
2005-02-01,26.53,0.289,Ciampea,Indonesia,7.23S,106.22E
2005-03-01,26.936999999999998,0.275,Ciampea,Indonesia,7.23S,106.22E
2005-04-01,27.25,0.166,Ciampea,Indonesia,7.23S,106.22E
2005-05-01,27.454,0.235,Ciampea,Indonesia,7.23S,106.22E
2005-06-01,26.633000000000003,0.23600000000000002,Ciampea,Indonesia,7.23S,106.22E
2005-07-01,26.266,0.327,Ciampea,Indonesia,7.23S,106.22E
2005-08-01,26.18,0.406,Ciampea,Indonesia,7.23S,106.22E
2005-09-01,26.524,0.326,Ciampea,Indonesia,7.23S,106.22E
2005-10-01,26.334,0.138,Ciampea,Indonesia,7.23S,106.22E
2005-11-01,26.421000000000006,0.24100000000000002,Ciampea,Indonesia,7.23S,106.22E
2005-12-01,26.104,0.21600000000000003,Ciampea,Indonesia,7.23S,106.22E
2006-01-01,25.949,0.336,Ciampea,Indonesia,7.23S,106.22E
2006-02-01,26.636000000000006,0.345,Ciampea,Indonesia,7.23S,106.22E
2006-03-01,26.761,0.237,Ciampea,Indonesia,7.23S,106.22E
2006-04-01,26.725,0.336,Ciampea,Indonesia,7.23S,106.22E
2006-05-01,26.933000000000003,0.364,Ciampea,Indonesia,7.23S,106.22E
2006-06-01,26.576,0.535,Ciampea,Indonesia,7.23S,106.22E
2006-07-01,26.162,0.253,Ciampea,Indonesia,7.23S,106.22E
2006-08-01,25.951,0.34299999999999997,Ciampea,Indonesia,7.23S,106.22E
2006-09-01,26.234,0.354,Ciampea,Indonesia,7.23S,106.22E
2006-10-01,27.136999999999997,0.34299999999999997,Ciampea,Indonesia,7.23S,106.22E
2006-11-01,27.636000000000006,0.266,Ciampea,Indonesia,7.23S,106.22E
2006-12-01,26.859,0.292,Ciampea,Indonesia,7.23S,106.22E
2007-01-01,26.752,0.475,Ciampea,Indonesia,7.23S,106.22E
2007-02-01,26.296,0.39399999999999996,Ciampea,Indonesia,7.23S,106.22E
2007-03-01,26.680999999999997,0.35100000000000003,Ciampea,Indonesia,7.23S,106.22E
2007-04-01,26.773000000000003,0.22,Ciampea,Indonesia,7.23S,106.22E
2007-05-01,27.217,0.187,Ciampea,Indonesia,7.23S,106.22E
2007-06-01,26.497,0.259,Ciampea,Indonesia,7.23S,106.22E
2007-07-01,26.284000000000002,0.305,Ciampea,Indonesia,7.23S,106.22E
2007-08-01,26.198,0.324,Ciampea,Indonesia,7.23S,106.22E
2007-09-01,26.391,0.451,Ciampea,Indonesia,7.23S,106.22E
2007-10-01,26.595,0.268,Ciampea,Indonesia,7.23S,106.22E
2007-11-01,26.662000000000006,0.27,Ciampea,Indonesia,7.23S,106.22E
2007-12-01,25.987,0.42100000000000004,Ciampea,Indonesia,7.23S,106.22E
2008-01-01,26.483,0.515,Ciampea,Indonesia,7.23S,106.22E
2008-02-01,25.647,0.32299999999999995,Ciampea,Indonesia,7.23S,106.22E
2008-03-01,26.311999999999998,0.258,Ciampea,Indonesia,7.23S,106.22E
2008-04-01,26.665,0.174,Ciampea,Indonesia,7.23S,106.22E
2008-05-01,26.96,0.162,Ciampea,Indonesia,7.23S,106.22E
2008-06-01,26.331999999999997,0.39899999999999997,Ciampea,Indonesia,7.23S,106.22E
2008-07-01,25.928,0.17300000000000001,Ciampea,Indonesia,7.23S,106.22E
2008-08-01,25.983,0.263,Ciampea,Indonesia,7.23S,106.22E
2008-09-01,26.459,0.172,Ciampea,Indonesia,7.23S,106.22E
2008-10-01,26.483,0.344,Ciampea,Indonesia,7.23S,106.22E
2008-11-01,26.263,0.21100000000000002,Ciampea,Indonesia,7.23S,106.22E
2008-12-01,25.91,0.18600000000000003,Ciampea,Indonesia,7.23S,106.22E
2009-01-01,25.768,0.264,Ciampea,Indonesia,7.23S,106.22E
2009-02-01,25.913,0.342,Ciampea,Indonesia,7.23S,106.22E
2009-03-01,26.794,0.19699999999999998,Ciampea,Indonesia,7.23S,106.22E
2009-04-01,26.96,0.44799999999999995,Ciampea,Indonesia,7.23S,106.22E
2009-05-01,27.025,0.385,Ciampea,Indonesia,7.23S,106.22E
2009-06-01,26.813000000000002,0.34600000000000003,Ciampea,Indonesia,7.23S,106.22E
2009-07-01,26.366,0.442,Ciampea,Indonesia,7.23S,106.22E
2009-08-01,26.316000000000006,0.29100000000000004,Ciampea,Indonesia,7.23S,106.22E
2009-09-01,26.85,0.252,Ciampea,Indonesia,7.23S,106.22E
2009-10-01,26.726999999999997,0.391,Ciampea,Indonesia,7.23S,106.22E
2009-11-01,26.649,0.18899999999999997,Ciampea,Indonesia,7.23S,106.22E
2009-12-01,26.680999999999997,0.313,Ciampea,Indonesia,7.23S,106.22E
2010-01-01,26.254,0.419,Ciampea,Indonesia,7.23S,106.22E
2010-02-01,26.962,0.27899999999999997,Ciampea,Indonesia,7.23S,106.22E
2010-03-01,27.29,0.27699999999999997,Ciampea,Indonesia,7.23S,106.22E
2010-04-01,27.695,0.152,Ciampea,Indonesia,7.23S,106.22E
2010-05-01,27.54,0.26899999999999996,Ciampea,Indonesia,7.23S,106.22E
2010-06-01,26.636,0.303,Ciampea,Indonesia,7.23S,106.22E
2010-07-01,26.27,0.45799999999999996,Ciampea,Indonesia,7.23S,106.22E
2010-08-01,26.514000000000006,0.32299999999999995,Ciampea,Indonesia,7.23S,106.22E
2010-09-01,25.936,0.32799999999999996,Ciampea,Indonesia,7.23S,106.22E
2010-10-01,25.881,0.35600000000000004,Ciampea,Indonesia,7.23S,106.22E
2010-11-01,26.485000000000007,0.20199999999999999,Ciampea,Indonesia,7.23S,106.22E
2010-12-01,26.05,0.418,Ciampea,Indonesia,7.23S,106.22E
2011-01-01,25.965,0.349,Ciampea,Indonesia,7.23S,106.22E
2011-02-01,26.335,0.431,Ciampea,Indonesia,7.23S,106.22E
2011-03-01,26.47,0.162,Ciampea,Indonesia,7.23S,106.22E
2011-04-01,26.798,0.316,Ciampea,Indonesia,7.23S,106.22E
2011-05-01,26.985,0.22899999999999998,Ciampea,Indonesia,7.23S,106.22E
2011-06-01,26.753,0.35600000000000004,Ciampea,Indonesia,7.23S,106.22E
2011-07-01,26.088,0.276,Ciampea,Indonesia,7.23S,106.22E
2011-08-01,26.144,0.201,Ciampea,Indonesia,7.23S,106.22E
2011-09-01,26.366,0.243,Ciampea,Indonesia,7.23S,106.22E
2011-10-01,26.533,0.26899999999999996,Ciampea,Indonesia,7.23S,106.22E
2011-11-01,26.614,0.361,Ciampea,Indonesia,7.23S,106.22E
2011-12-01,26.749000000000002,0.408,Ciampea,Indonesia,7.23S,106.22E
2012-01-01,26.266,0.596,Ciampea,Indonesia,7.23S,106.22E
2012-02-01,26.691000000000006,0.39,Ciampea,Indonesia,7.23S,106.22E
2012-03-01,26.842,0.354,Ciampea,Indonesia,7.23S,106.22E
2012-04-01,26.921,0.298,Ciampea,Indonesia,7.23S,106.22E
2012-05-01,27.262,0.213,Ciampea,Indonesia,7.23S,106.22E
2012-06-01,26.78,0.245,Ciampea,Indonesia,7.23S,106.22E
2012-07-01,26.214000000000002,0.248,Ciampea,Indonesia,7.23S,106.22E
2012-08-01,26.156,0.22899999999999998,Ciampea,Indonesia,7.23S,106.22E
2012-09-01,26.633000000000003,0.379,Ciampea,Indonesia,7.23S,106.22E
2012-10-01,26.825,0.565,Ciampea,Indonesia,7.23S,106.22E
2012-11-01,26.804,0.483,Ciampea,Indonesia,7.23S,106.22E
2012-12-01,26.554000000000002,0.297,Ciampea,Indonesia,7.23S,106.22E
2013-01-01,26.244,0.37,Ciampea,Indonesia,7.23S,106.22E
2013-02-01,26.891,0.366,Ciampea,Indonesia,7.23S,106.22E
2013-03-01,27.05,0.698,Ciampea,Indonesia,7.23S,106.22E
2013-04-01,27.065,0.6459999999999999,Ciampea,Indonesia,7.23S,106.22E
2013-05-01,27.182,0.24600000000000002,Ciampea,Indonesia,7.23S,106.22E
2013-06-01,26.918000000000003,0.45299999999999996,Ciampea,Indonesia,7.23S,106.22E
2013-07-01,26.1,0.7170000000000001,Ciampea,Indonesia,7.23S,106.22E
2013-08-01,26.16,0.41200000000000003,Ciampea,Indonesia,7.23S,106.22E
2013-09-01,,,Ciampea,Indonesia,7.23S,106.22E
1825-01-01,24.753,2.1519999999999997,Cianjur,Indonesia,7.23S,107.84E
1825-02-01,24.211,1.3359999999999999,Cianjur,Indonesia,7.23S,107.84E
1825-03-01,24.6,1.8780000000000001,Cianjur,Indonesia,7.23S,107.84E
1825-04-01,25.311999999999998,2.0580000000000003,Cianjur,Indonesia,7.23S,107.84E
1825-05-01,24.792,1.101,Cianjur,Indonesia,7.23S,107.84E
1825-06-01,25.041,1.001,Cianjur,Indonesia,7.23S,107.84E
1825-07-01,24.472,2.1959999999999997,Cianjur,Indonesia,7.23S,107.84E
1825-08-01,24.084000000000003,2.021,Cianjur,Indonesia,7.23S,107.84E
1825-09-01,24.366,1.607,Cianjur,Indonesia,7.23S,107.84E
1825-10-01,24.416,1.854,Cianjur,Indonesia,7.23S,107.84E
1825-11-01,25.404,1.7690000000000001,Cianjur,Indonesia,7.23S,107.84E
1825-12-01,24.275,1.296,Cianjur,Indonesia,7.23S,107.84E
1826-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1826-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1826-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1826-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1826-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1826-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1826-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1826-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1826-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1826-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1826-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1826-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1827-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1827-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1827-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1827-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1827-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1827-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1827-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1827-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1827-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1827-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1827-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1827-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1828-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1828-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1828-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1828-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1828-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1828-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1828-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1828-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1828-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1828-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1828-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1828-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1829-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1829-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1829-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1829-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1829-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1829-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1829-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1829-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1829-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1829-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1829-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1829-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1830-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1830-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1830-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1830-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1830-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1830-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1830-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1830-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1830-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1830-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1830-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1830-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1831-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1831-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1831-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1831-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1831-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1831-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1831-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1831-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1831-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1831-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1831-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1831-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1832-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1832-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1832-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1832-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1832-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1832-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1832-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1832-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1832-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1832-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1832-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1832-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1833-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1833-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1833-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1833-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1833-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1833-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1833-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1833-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1833-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1833-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1833-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1833-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1834-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1834-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1834-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1834-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1834-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1834-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1834-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1834-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1834-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1834-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1834-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1834-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1835-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1835-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1835-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1835-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1835-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1835-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1835-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1835-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1835-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1835-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1835-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1835-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1836-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1836-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1836-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1836-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1836-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1836-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1836-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1836-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1836-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1836-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1836-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1836-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1837-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1837-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1837-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1837-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1837-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1837-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1837-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1837-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1837-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1837-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1837-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1837-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1838-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1838-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1838-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1838-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1838-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1838-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1838-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1838-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1838-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1838-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1838-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1838-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1839-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1839-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1839-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1839-04-01,24.379,1.4469999999999998,Cianjur,Indonesia,7.23S,107.84E
1839-05-01,23.992,0.903,Cianjur,Indonesia,7.23S,107.84E
1839-06-01,23.881,1.0590000000000002,Cianjur,Indonesia,7.23S,107.84E
1839-07-01,24.13,2.384,Cianjur,Indonesia,7.23S,107.84E
1839-08-01,24.226999999999997,1.9169999999999998,Cianjur,Indonesia,7.23S,107.84E
1839-09-01,23.947,1.286,Cianjur,Indonesia,7.23S,107.84E
1839-10-01,24.389,1.425,Cianjur,Indonesia,7.23S,107.84E
1839-11-01,23.539,1.65,Cianjur,Indonesia,7.23S,107.84E
1839-12-01,22.886,1.6640000000000001,Cianjur,Indonesia,7.23S,107.84E
1840-01-01,24.527,1.84,Cianjur,Indonesia,7.23S,107.84E
1840-02-01,23.516,1.929,Cianjur,Indonesia,7.23S,107.84E
1840-03-01,23.301,1.193,Cianjur,Indonesia,7.23S,107.84E
1840-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1840-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1840-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1840-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1840-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1840-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1840-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1840-11-01,24.076999999999998,2.416,Cianjur,Indonesia,7.23S,107.84E
1840-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1841-01-01,22.902,1.9240000000000002,Cianjur,Indonesia,7.23S,107.84E
1841-02-01,23.881,1.374,Cianjur,Indonesia,7.23S,107.84E
1841-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1841-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1841-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1841-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1841-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1841-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1841-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1841-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1841-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1841-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1842-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1842-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1842-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1842-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1842-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1842-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1842-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1842-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1842-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1842-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1842-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1842-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1843-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1843-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1843-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1843-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1843-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1843-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1843-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1843-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1843-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1843-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1843-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1843-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1844-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1844-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1844-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1844-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1844-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1844-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1844-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1844-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1844-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1844-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1844-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1844-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1845-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1845-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1845-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1845-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1845-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1845-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1845-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1845-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1845-09-01,,,Cianjur,Indonesia,7.23S,107.84E
1845-10-01,,,Cianjur,Indonesia,7.23S,107.84E
1845-11-01,,,Cianjur,Indonesia,7.23S,107.84E
1845-12-01,,,Cianjur,Indonesia,7.23S,107.84E
1846-01-01,,,Cianjur,Indonesia,7.23S,107.84E
1846-02-01,,,Cianjur,Indonesia,7.23S,107.84E
1846-03-01,,,Cianjur,Indonesia,7.23S,107.84E
1846-04-01,,,Cianjur,Indonesia,7.23S,107.84E
1846-05-01,,,Cianjur,Indonesia,7.23S,107.84E
1846-06-01,,,Cianjur,Indonesia,7.23S,107.84E
1846-07-01,,,Cianjur,Indonesia,7.23S,107.84E
1846-08-01,,,Cianjur,Indonesia,7.23S,107.84E
1846-09-01,,,Cianjur,Indonesia,7.23S,107.84E
