03,0.217,Kasugai,Japan,34.56N,136.22E
1868-06-01,,,Katsina,Nigeria,13.66N,7.43E
1868-07-01,,,Katsina,Nigeria,13.66N,7.43E
1868-08-01,,,Katsina,Nigeria,13.66N,7.43E
1868-09-01,,,Katsina,Nigeria,13.66N,7.43E
1868-10-01,,,Katsina,Nigeria,13.66N,7.43E
1868-11-01,,,Katsina,Nigeria,13.66N,7.43E
1868-12-01,,,Katsina,Nigeria,13.66N,7.43E
1869-01-01,,,Katsina,Nigeria,13.66N,7.43E
1869-02-01,,,Katsina,Nigeria,13.66N,7.43E
1869-03-01,,,Katsina,Nigeria,13.66N,7.43E
1869-04-01,,,Katsina,Nigeria,13.66N,7.43E
1869-05-01,,,Katsina,Nigeria,13.66N,7.43E
1869-06-01,,,Katsina,Nigeria,13.66N,7.43E
1869-07-01,,,Katsina,Nigeria,13.66N,7.43E
1869-08-01,,,Katsina,Nigeria,13.66N,7.43E
1869-09-01,,,Katsina,Nigeria,13.66N,7.43E
1869-10-01,,,Katsina,Nigeria,13.66N,7.43E
1869-11-01,,,Katsina,Nigeria,13.66N,7.43E
1869-12-01,,,Katsina,Nigeria,13.66N,7.43E
1870-01-01,,,Katsina,Nigeria,13.66N,7.43E
1870-02-01,,,Katsina,Nigeria,13.66N,7.43E
1870-03-01,,,Katsina,Nigeria,13.66N,7.43E
1870-04-01,,,Katsina,Nigeria,13.66N,7.43E
1870-05-01,,,Katsina,Nigeria,13.66N,7.43E
1870-06-01,,,Katsina,Nigeria,13.66N,7.43E
1870-07-01,,,Katsina,Nigeria,13.66N,7.43E
1870-08-01,,,Katsina,Nigeria,13.66N,7.43E
1870-09-01,,,Katsina,Nigeria,13.66N,7.43E
1870-10-01,,,Katsina,Nigeria,13.66N,7.43E
1870-11-01,,,Katsina,Nigeria,13.66N,7.43E
1870-12-01,,,Katsina,Nigeria,13.66N,7.43E
1871-01-01,,,Katsina,Nigeria,13.66N,7.43E
1871-02-01,,,Katsina,Nigeria,13.66N,7.43E
1871-03-01,,,Katsina,Nigeria,13.66N,7.43E
1871-04-01,,,Katsina,Nigeria,13.66N,7.43E
1871-05-01,,,Katsina,Nigeria,13.66N,7.43E
1871-06-01,,,Katsina,Nigeria,13.66N,7.43E
1871-07-01,,,Katsina,Nigeria,13.66N,7.43E
1871-08-01,,,Katsina,Nigeria,13.66N,7.43E
1871-09-01,,,Katsina,Nigeria,13.66N,7.43E
1871-10-01,,,Katsina,Nigeria,13.66N,7.43E
1871-11-01,,,Katsina,Nigeria,13.66N,7.43E
1871-12-01,,,Katsina,Nigeria,13.66N,7.43E
1872-01-01,,,Katsina,Nigeria,13.66N,7.43E
1872-02-01,,,Katsina,Nigeria,13.66N,7.43E
1872-03-01,,,Katsina,Nigeria,13.66N,7.43E
1872-04-01,,,Katsina,Nigeria,13.66N,7.43E
1872-05-01,,,Katsina,Nigeria,13.66N,7.43E
1872-06-01,,,Katsina,Nigeria,13.66N,7.43E
1872-07-01,,,Katsina,Nigeria,13.66N,7.43E
1872-08-01,,,Katsina,Nigeria,13.66N,7.43E
1872-09-01,,,Katsina,Nigeria,13.66N,7.43E
1872-10-01,,,Katsina,Nigeria,13.66N,7.43E
1872-11-01,,,Katsina,Nigeria,13.66N,7.43E
1872-12-01,,,Katsina,Nigeria,13.66N,7.43E
1873-01-01,,,Katsina,Nigeria,13.66N,7.43E
1873-02-01,,,Katsina,Nigeria,13.66N,7.43E
1873-03-01,27.738000000000003,1.871,Katsina,Nigeria,13.66N,7.43E
1873-04-01,,,Katsina,Nigeria,13.66N,7.43E
1873-05-01,32.463,1.3519999999999999,Katsina,Nigeria,13.66N,7.43E
1873-06-01,31.409000000000002,1.454,Katsina,Nigeria,13.66N,7.43E
1873-07-01,28.069000000000003,1.357,Katsina,Nigeria,13.66N,7.43E
1873-08-01,26.734,1.29,Katsina,Nigeria,13.66N,7.43E
1873-09-01,27.413,1.382,Katsina,Nigeria,13.66N,7.43E
1873-10-01,27.754,1.2890000000000001,Katsina,Nigeria,13.66N,7.43E
1873-11-01,,,Katsina,Nigeria,13.66N,7.43E
1873-12-01,22.252,1.736,Katsina,Nigeria,13.66N,7.43E
1874-01-01,21.32,2.021,Katsina,Nigeria,13.66N,7.43E
1874-02-01,24.119,1.901,Katsina,Nigeria,13.66N,7.43E
1874-03-01,27.706,1.896,Katsina,Nigeria,13.66N,7.43E
1874-04-01,31.276999999999997,1.3019999999999998,Katsina,Nigeria,13.66N,7.43E
1874-05-01,32.233999999999995,1.28,Katsina,Nigeria,13.66N,7.43E
1874-06-01,,,Katsina,Nigeria,13.66N,7.43E
1874-07-01,27.674,1.2009999999999998,Katsina,Nigeria,13.66N,7.43E
1874-08-01,26.432,1.294,Katsina,Nigeria,13.66N,7.43E
1874-09-01,27.631,1.216,Katsina,Nigeria,13.66N,7.43E
1874-10-01,27.783,1.238,Katsina,Nigeria,13.66N,7.43E
1874-11-01,24.993,1.531,Katsina,Nigeria,13.66N,7.43E
1874-12-01,21.47,1.651,Katsina,Nigeria,13.66N,7.43E
1875-01-01,20.272000000000002,1.725,Katsina,Nigeria,13.66N,7.43E
1875-02-01,23.865,1.847,Katsina,Nigeria,13.66N,7.43E
1875-03-01,27.962,1.663,Katsina,Nigeria,13.66N,7.43E
1875-04-01,30.869,1.285,Katsina,Nigeria,13.66N,7.43E
1875-05-01,32.053999999999995,1.25,Katsina,Nigeria,13.66N,7.43E
1875-06-01,30.128,1.5830000000000002,Katsina,Nigeria,13.66N,7.43E
1875-07-01,27.857,1.179,Katsina,Nigeria,13.66N,7.43E
1875-08-01,26.326,1.242,Katsina,Nigeria,13.66N,7.43E
1875-09-01,27.175,1.161,Katsina,Nigeria,13.66N,7.43E
1875-10-01,27.024,1.199,Katsina,Nigeria,13.66N,7.43E
1875-11-01,24.285999999999998,1.4169999999999998,Katsina,Nigeria,13.66N,7.43E
1875-12-01,21.276,1.734,Katsina,Nigeria,13.66N,7.43E
1876-01-01,20.467,1.8559999999999999,Katsina,Nigeria,13.66N,7.43E
1876-02-01,23.288,1.8630000000000002,Katsina,Nigeria,13.66N,7.43E
1876-03-01,27.644000000000002,1.795,Katsina,Nigeria,13.66N,7.43E
1876-04-01,30.748,1.7790000000000001,Katsina,Nigeria,13.66N,7.43E
1876-05-01,32.056999999999995,1.2209999999999999,Katsina,Nigeria,13.66N,7.43E
1876-06-01,30.281999999999996,1.393,Katsina,Nigeria,13.66N,7.43E
1876-07-01,,,Katsina,Nigeria,13.66N,7.43E
1876-08-01,,,Katsina,Nigeria,13.66N,7.43E
1876-09-01,,,Katsina,Nigeria,13.66N,7.43E
1876-10-01,27.701,1.245,Katsina,Nigeria,13.66N,7.43E
1876-11-01,25.04,1.5130000000000001,Katsina,Nigeria,13.66N,7.43E
1876-12-01,20.842,1.768,Katsina,Nigeria,13.66N,7.43E
1877-01-01,20.709,1.8419999999999999,Katsina,Nigeria,13.66N,7.43E
1877-02-01,23.85,1.936,Katsina,Nigeria,13.66N,7.43E
1877-03-01,28.504,1.725,Katsina,Nigeria,13.66N,7.43E
1877-04-01,31.265,1.367,Katsina,Nigeria,13.66N,7.43E
1877-05-01,32.326,1.247,Katsina,Nigeria,13.66N,7.43E
1877-06-01,30.8,1.642,Katsina,Nigeria,13.66N,7.43E
1877-07-01,28.235,1.197,Katsina,Nigeria,13.66N,7.43E
1877-08-01,26.955,1.2409999999999999,Katsina,Nigeria,13.66N,7.43E
1877-09-01,27.974,1.228,Katsina,Nigeria,13.66N,7.43E
1877-10-01,27.927,1.216,Katsina,Nigeria,13.66N,7.43E
1877-11-01,25.608,1.462,Katsina,Nigeria,13.66N,7.43E
1877-12-01,21.505,2.048,Katsina,Nigeria,13.66N,7.43E
1878-01-01,20.884,1.765,Katsina,Nigeria,13.66N,7.43E
1878-02-01,24.507,1.874,Katsina,Nigeria,13.66N,7.43E
1878-03-01,29.524,1.829,Katsina,Nigeria,13.66N,7.43E
1878-04-01,31.789,1.419,Katsina,Nigeria,13.66N,7.43E
1878-05-01,32.312,1.194,Katsina,Nigeria,13.66N,7.43E
1878-06-01,31.509,1.466,Katsina,Nigeria,13.66N,7.43E
1878-07-01,28.104,1.663,Katsina,Nigeria,13.66N,7.43E
1878-08-01,26.714000000000002,1.568,Katsina,Nigeria,13.66N,7.43E
1878-09-01,27.074,1.263,Katsina,Nigeria,13.66N,7.43E
1878-10-01,28.096,1.147,Katsina,Nigeria,13.66N,7.43E
1878-11-01,25.941000000000006,1.446,Katsina,Nigeria,13.66N,7.43E
1878-12-01,22.343000000000004,1.618,Katsina,Nigeria,13.66N,7.43E
1879-01-01,20.888,1.7630000000000001,Katsina,Nigeria,13.66N,7.43E
1879-02-01,24.281,1.867,Katsina,Nigeria,13.66N,7.43E
1879-03-01,27.614,1.702,Katsina,Nigeria,13.66N,7.43E
1879-04-01,30.883000000000003,1.403,Katsina,Nigeria,13.66N,7.43E
1879-05-01,31.911,1.431,Katsina,Nigeria,13.66N,7.43E
1879-06-01,30.928,1.393,Katsina,Nigeria,13.66N,7.43E
1879-07-01,27.026999999999997,1.4469999999999998,Katsina,Nigeria,13.66N,7.43E
1879-08-01,25.409000000000002,1.551,Katsina,Nigeria,13.66N,7.43E
1879-09-01,27.002,1.226,Katsina,Nigeria,13.66N,7.43E
1879-10-01,27.662,1.274,Katsina,Nigeria,13.66N,7.43E
1879-11-01,25.441999999999997,1.585,Katsina,Nigeria,13.66N,7.43E
1879-12-01,21.546,1.766,Katsina,Nigeria,13.66N,7.43E
1880-01-01,20.557,1.838,Katsina,Nigeria,13.66N,7.43E
1880-02-01,23.311,1.8869999999999998,Katsina,Nigeria,13.66N,7.43E
1880-03-01,27.534000000000002,1.739,Katsina,Nigeria,13.66N,7.43E
1880-04-01,30.569000000000003,1.5390000000000001,Katsina,Nigeria,13.66N,7.43E
1880-05-01,32.108999999999995,1.3319999999999999,Katsina,Nigeria,13.66N,7.43E
1880-06-01,30.241999999999997,1.358,Katsina,Nigeria,13.66N,7.43E
1880-07-01,27.738000000000003,1.26,Katsina,Nigeria,13.66N,7.43E
1880-08-01,27.026,1.489,Katsina,Nigeria,13.66N,7.43E
1880-09-01,27.244,1.2329999999999999,Katsina,Nigeria,13.66N,7.43E
1880-10-01,27.554000000000002,1.456,Katsina,Nigeria,13.66N,7.43E
1880-11-01,25.615,1.8030000000000002,Katsina,Nigeria,13.66N,7.43E
1880-12-01,21.674,1.8219999999999998,Katsina,Nigeria,13.66N,7.43E
1881-01-01,22.344,2.025,Katsina,Nigeria,13.66N,7.43E
1881-02-01,24.728,2.079,Katsina,Nigeria,13.66N,7.43E
1881-03-01,29.416,1.984,Katsina,Nigeria,13.66N,7.43E
1881-04-01,32.156,1.367,Katsina,Nigeria,13.66N,7.43E
1881-05-01,32.373000000000005,1.537,Katsina,Nigeria,13.66N,7.43E
1881-06-01,30.103,1.287,Katsina,Nigeria,13.66N,7.43E
1881-07-01,27.934,1.444,Katsina,Nigeria,13.66N,7.43E
1881-08-01,25.98,1.284,Katsina,Nigeria,13.66N,7.43E
1881-09-01,27.989,1.238,Katsina,Nigeria,13.66N,7.43E
1881-10-01,28.054000000000002,1.361,Katsina,Nigeria,13.66N,7.43E
1881-11-01,24.546999999999997,1.506,Katsina,Nigeria,13.66N,7.43E
1881-12-01,21.733,1.834,Katsina,Nigeria,13.66N,7.43E
1882-01-01,21.169,1.817,Katsina,Nigeria,13.66N,7.43E
1882-02-01,23.993000000000002,1.847,Katsina,Nigeria,13.66N,7.43E
1882-03-01,27.49,1.7919999999999998,Katsina,Nigeria,13.66N,7.43E
1882-04-01,30.611,1.334,Katsina,Nigeria,13.66N,7.43E
1882-05-01,32.22,1.32,Katsina,Nigeria,13.66N,7.43E
1882-06-01,30.291999999999998,1.453,Katsina,Nigeria,13.66N,7.43E
1882-07-01,27.44,1.2990000000000002,Katsina,Nigeria,13.66N,7.43E
1882-08-01,26.147,1.381,Katsina,Nigeria,13.66N,7.43E
1882-09-01,27.557,1.287,Katsina,Nigeria,13.66N,7.43E
1882-10-01,27.886999999999997,1.297,Katsina,Nigeria,13.66N,7.43E
1882-11-01,24.625,1.442,Katsina,Nigeria,13.66N,7.43E
1882-12-01,20.74,1.8130000000000002,Katsina,Nigeria,13.66N,7.43E
1883-01-01,20.548000000000002,2.001,Katsina,Nigeria,13.66N,7.43E
1883-02-01,23.224,2.135,Katsina,Nigeria,13.66N,7.43E
1883-03-01,29.06,2.114,Katsina,Nigeria,13.66N,7.43E
1883-04-01,31.693,1.758,Katsina,Nigeria,13.66N,7.43E
1883-05-01,32.543,1.264,Katsina,Nigeria,13.66N,7.43E
1883-06-01,31.197,1.391,Katsina,Nigeria,13.66N,7.43E
1883-07-01,28.073,1.344,Katsina,Nigeria,13.66N,7.43E
1883-08-01,26.421999999999997,1.5759999999999998,Katsina,Nigeria,13.66N,7.43E
1883-09-01,27.63,1.61,Katsina,Nigeria,13.66N,7.43E
1883-10-01,27.67,1.349,Katsina,Nigeria,13.66N,7.43E
1883-11-01,24.522,1.61,Katsina,Nigeria,13.66N,7.43E
1883-12-01,21.85,1.76,Katsina,Nigeria,13.66N,7.43E
1884-01-01,20.539,1.845,Katsina,Nigeria,13.66N,7.43E
1884-02-01,24.354,2.0269999999999997,Katsina,Nigeria,13.66N,7.43E
1884-03-01,27.416,1.986,Katsina,Nigeria,13.66N,7.43E
1884-04-01,30.695999999999998,1.328,Katsina,Nigeria,13.66N,7.43E
1884-05-01,31.036,1.5230000000000001,Katsina,Nigeria,13.66N,7.43E
1884-06-01,29.87,1.703,Katsina,Nigeria,13.66N,7.43E
1884-07-01,27.31,1.541,Katsina,Nigeria,13.66N,7.43E
1884-08-01,26.439,1.599,Katsina,Nigeria,13.66N,7.43E
1884-09-01,,,Katsina,Nigeria,13.66N,7.43E
1884-10-01,,,Katsina,Nigeria,13.66N,7.43E
1884-11-01,,,Katsina,Nigeria,13.66N,7.43E
1884-12-01,,,Katsina,Nigeria,13.66N,7.43E
1885-01-01,,,Katsina,Nigeria,13.66N,7.43E
1885-02-01,,,Katsina,Nigeria,13.66N,7.43E
1885-03-01,,,Katsina,Nigeria,13.66N,7.43E
1885-04-01,,,Katsina,Nigeria,13.66N,7.43E
1885-05-01,,,Katsina,Nigeria,13.66N,7.43E
1885-06-01,,,Katsina,Nigeria,13.66N,7.43E
1885-07-01,,,Katsina,Nigeria,13.66N,7.43E
1885-08-01,,,Katsina,Nigeria,13.66N,7.43E
1885-09-01,,,Katsina,Nigeria,13.66N,7.43E
1885-10-01,,,Katsina,Nigeria,13.66N,7.43E
1885-11-01,24.616999999999997,1.367,Katsina,Nigeria,13.66N,7.43E
1885-12-01,21.835,1.5330000000000001,Katsina,Nigeria,13.66N,7.43E
1886-01-01,20.103,1.557,Katsina,Nigeria,13.66N,7.43E
1886-02-01,23.12,1.56,Katsina,Nigeria,13.66N,7.43E
1886-03-01,27.779,1.725,Katsina,Nigeria,13.66N,7.43E
1886-04-01,30.744,1.153,Katsina,Nigeria,13.66N,7.43E
1886-05-01,31.813000000000002,0.987,Katsina,Nigeria,13.66N,7.43E
1886-06-01,30.269,1.939,Katsina,Nigeria,13.66N,7.43E
1886-07-01,27.877,1.27,Katsina,Nigeria,13.66N,7.43E
1886-08-01,26.136,1.212,Katsina,Nigeria,13.66N,7.43E
1886-09-01,26.816999999999997,0.9840000000000001,Katsina,Nigeria,13.66N,7.43E
1886-10-01,27.484,1.081,Katsina,Nigeria,13.66N,7.43E
1886-11-01,24.711,1.358,Katsina,Nigeria,13.66N,7.43E
1886-12-01,20.585,1.591,Katsina,Nigeria,13.66N,7.43E
1887-01-01,19.447,1.735,Katsina,Nigeria,13.66N,7.43E
1887-02-01,23.219,1.795,Katsina,Nigeria,13.66N,7.43E
1887-03-01,27.592,1.5030000000000001,Katsina,Nigeria,13.66N,7.43E
1887-04-01,30.070999999999998,1.052,Katsina,Nigeria,13.66N,7.43E
1887-05-01,32.248000000000005,1.091,Katsina,Nigeria,13.66N,7.43E
1887-06-01,29.164,1.155,Katsina,Nigeria,13.66N,7.43E
1887-07-01,26.655,1.001,Katsina,Nigeria,13.66N,7.43E
1887-08-01,25.281999999999996,1.266,Katsina,Nigeria,13.66N,7.43E
1887-09-01,27.087,1.54,Katsina,Nigeria,13.66N,7.43E
1887-10-01,27.252,1.511,Katsina,Nigeria,13.66N,7.43E
1887-11-01,25.066999999999997,1.304,Katsina,Nigeria,13.66N,7.43E
1887-12-01,21.706,1.416,Katsina,Nigeria,13.66N,7.43E
1888-01-01,20.564,1.9,Katsina,Nigeria,13.66N,7.43E
1888-02-01,23.573,1.956,Katsina,Nigeria,13.66N,7.43E
1888-03-01,28.024,1.665,Katsina,Nigeria,13.66N,7.43E
1888-04-01,31.287,1.137,Katsina,Nigeria,13.66N,7.43E
1888-05-01,31.32,0.966,Katsina,Nigeria,13.66N,7.43E
1888-06-01,29.479,1.161,Katsina,Nigeria,13.66N,7.43E
1888-07-01,26.968000000000004,1.2309999999999999,Katsina,Nigeria,13.66N,7.43E
1888-08-01,25.374000000000002,1.021,Katsina,Nigeria,13.66N,7.43E
1888-09-01,27.055999999999997,0.794,Katsina,Nigeria,13.66N,7.43E
1888-10-01,27.309,1.088,Katsina,Nigeria,13.66N,7.43E
1888-11-01,25.320999999999998,1.06,Katsina,Nigeria,13.66N,7.43E
1888-12-01,21.223000000000003,1.2590000000000001,Katsina,Nigeria,13.66N,7.43E
1889-01-01,20.276,1.501,Katsina,Nigeria,13.66N,7.43E
1889-02-01,24.375,1.62,Katsina,Nigeria,13.66N,7.43E
1889-03-01,28.132,1.26,Katsina,Nigeria,13.66N,7.43E
1889-04-01,30.721,1.182,Katsina,Nigeria,13.66N,7.43E
1889-05-01,31.577,0.917,Katsina,Nigeria,13.66N,7.43E
1889-06-01,30.118,1.124,Katsina,Nigeria,13.66N,7.43E
1889-07-01,26.985,1.205,Katsina,Nigeria,13.66N,7.43E
1889-08-01,26.184,1.3,Katsina,Nigeria,13.66N,7.43E
1889-09-01,26.706,1.268,Katsina,Nigeria,13.66N,7.43E
1889-10-01,27.068,1.607,Katsina,Nigeria,13.66N,7.43E
1889-11-01,24.427,1.6119999999999999,Katsina,Nigeria,13.66N,7.43E
1889-12-01,21.794,1.735,Katsina,Nigeria,13.66N,7.43E
1890-01-01,19.788,1.2830000000000001,Katsina,Nigeria,13.66N,7.43E
1890-02-01,23.118000000000002,1.588,Katsina,Nigeria,13.66N,7.43E
1890-03-01,26.368000000000002,1.835,Katsina,Nigeria,13.66N,7.43E
1890-04-01,29.363000000000003,1.861,Katsina,Nigeria,13.66N,7.43E
1890-05-01,31.041,1.618,Katsina,Nigeria,13.66N,7.43E
1890-06-01,28.820999999999998,1.5430000000000001,Katsina,Nigeria,13.66N,7.43E
1890-07-01,27.235,1.756,Katsina,Nigeria,13.66N,7.43E
1890-08-01,25.036,1.252,Katsina,Nigeria,13.66N,7.43E
1890-09-01,25.997,1.172,Katsina,Nigeria,13.66N,7.43E
1890-10-01,26.898000000000003,0.9229999999999999,Katsina,Nigeria,13.66N,7.43E
1890-11-01,24.252,1.171,Katsina,Nigeria,13.66N,7.43E
1890-12-01,21.254,1.271,Katsina,Nigeria,13.66N,7.43E
1891-01-01,20.386,1.403,Katsina,Nigeria,13.66N,7.43E
1891-02-01,22.93,1.344,Katsina,Nigeria,13.66N,7.43E
1891-03-01,27.336,1.324,Katsina,Nigeria,13.66N,7.43E
1891-04-01,30.959,1.126,Katsina,Nigeria,13.66N,7.43E
1891-05-01,31.384,1.0270000000000001,Katsina,Nigeria,13.66N,7.43E
1891-06-01,29.691999999999997,1.011,Katsina,Nigeria,13.66N,7.43E
1891-07-01,26.859,0.9329999999999999,Katsina,Nigeria,13.66N,7.43E
1891-08-01,25.323,1.2109999999999999,Katsina,Nigeria,13.66N,7.43E
1891-09-01,27.04,0.894,Katsina,Nigeria,13.66N,7.43E
1891-10-01,26.708000000000002,1.011,Katsina,Nigeria,13.66N,7.43E
1891-11-01,24.872,1.0759999999999998,Katsina,Nigeria,13.66N,7.43E
1891-12-01,21.632,1.182,Katsina,Nigeria,13.66N,7.43E
1892-01-01,21.223000000000003,1.19,Katsina,Nigeria,13.66N,7.43E
1892-02-01,23.863000000000003,1.287,Katsina,Nigeria,13.66N,7.43E
1892-03-01,29.001,1.347,Katsina,Nigeria,13.66N,7.43E
1892-04-01,30.625,0.8640000000000001,Katsina,Nigeria,13.66N,7.43E
1892-05-01,30.827,0.871,Katsina,Nigeria,13.66N,7.43E
1892-06-01,29.935,1.037,Katsina,Nigeria,13.66N,7.43E
1892-07-01,26.74,1.07,Katsina,Nigeria,13.66N,7.43E
1892-08-01,26.061,0.878,Katsina,Nigeria,13.66N,7.43E
1892-09-01,26.623,0.866,Katsina,Nigeria,13.66N,7.43E
1892-10-01,27.485,1.246,Katsina,Nigeria,13.66N,7.43E
1892-11-01,24.596999999999998,1.171,Katsina,Nigeria,13.66N,7.43E
1892-12-01,21.872,1.473,Katsina,Nigeria,13.66N,7.43E
1893-01-01,20.965,1.3319999999999999,Katsina,Nigeria,13.66N,7.43E
1893-02-01,23.254,1.252,Katsina,Nigeria,13.66N,7.43E
1893-03-01,27.885,1.168,Katsina,Nigeria,13.66N,7.43E
1893-04-01,30.015,0.863,Katsina,Nigeria,13.66N,7.43E
1893-05-01,32.367,1.052,Katsina,Nigeria,13.66N,7.43E
1893-06-01,29.541999999999998,1.311,Katsina,Nigeria,13.66N,7.43E
1893-07-01,27.508000000000003,1.264,Katsina,Nigeria,13.66N,7.43E
1893-08-01,26.086,0.872,Katsina,Nigeria,13.66N,7.43E
1893-09-01,27.375,1.0090000000000001,Katsina,Nigeria,13.66N,7.43E
1893-10-01,27.363000000000003,0.968,Katsina,Nigeria,13.66N,7.43E
1893-11-01,25.734,1.145,Katsina,Nigeria,13.66N,7.43E
1893-12-01,21.048000000000002,1.139,Katsina,Nigeria,13.66N,7.43E
1894-01-01,20.644000000000002,1.273,Katsina,Nigeria,13.66N,7.43E
1894-02-01,23.805,1.361,Katsina,Nigeria,13.66N,7.43E
1894-03-01,28.139,1.159,Katsina,Nigeria,13.66N,7.43E
1894-04-01,30.590999999999998,0.873,Katsina,Nigeria,13.66N,7.43E
1894-05-01,32.236,0.9440000000000001,Katsina,Nigeria,13.66N,7.43E
1894-06-01,29.984,0.9359999999999999,Katsina,Nigeria,13.66N,7.43E
1894-07-01,26.881,0.968,Katsina,Nigeria,13.66N,7.43E
1894-08-01,25.628,0.915,Katsina,Nigeria,13.66N,7.43E
1894-09-01,27.364,1.0090000000000001,Katsina,Nigeria,13.66N,7.43E
1894-10-01,27.751,0.9520000000000001,Katsina,Nigeria,13.66N,7.43E
1894-11-01,24.873,1.146,Katsina,Nigeria,13.66N,7.43E
1894-12-01,21.371,1.071,Katsina,Nigeria,13.66N,7.43E
1895-01-01,20.696,1.4069999999999998,Katsina,Nigeria,13.66N,7.43E
1895-02-01,25.051,1.444,Katsina,Nigeria,13.66N,7.43E
1895-03-01,28.005,1.35,Katsina,Nigeria,13.66N,7.43E
1895-04-01,32.192,1.097,Katsina,Nigeria,13.66N,7.43E
1895-05-01,32.065999999999995,0.917,Katsina,Nigeria,13.66N,7.43E
1895-06-01,30.002,0.971,Katsina,Nigeria,13.66N,7.43E
1895-07-01,27.276,0.914,Katsina,Nigeria,13.66N,7.43E
1895-08-01,26.180999999999997,1.05,Katsina,Nigeria,13.66N,7.43E
1895-09-01,26.83,0.8320000000000001,Katsina,Nigeria,13.66N,7.43E
1895-10-01,28.015,0.9390000000000001,Katsina,Nigeria,13.66N,7.43E
1895-11-01,25.826999999999998,1.189,Katsina,Nigeria,13.66N,7.43E
1895-12-01,22.259,1.214,Katsina,Nigeria,13.66N,7.43E
1896-01-01,21.079,1.297,Katsina,Nigeria,13.66N,7.43E
1896-02-01,24.018,1.4280000000000002,Katsina,Nigeria,13.66N,7.43E
1896-03-01,26.949,1.349,Katsina,Nigeria,13.66N,7.43E
1896-04-01,30.573,1.275,Katsina,Nigeria,13.66N,7.43E
1896-05-01,31.471,1.15,Katsina,Nigeria,13.66N,7.43E
1896-06-01,30.215,1.0170000000000001,Katsina,Nigeria,13.66N,7.43E
1896-07-01,27.338,0.9940000000000001,Katsina,Nigeria,13.66N,7.43E
1896-08-01,26.111,1.0659999999999998,Katsina,Nigeria,13.66N,7.43E
1896-09-01,27.677,1.214,Katsina,Nigeria,13.66N,7.43E
1896-10-01,27.721,1.163,Katsina,Nigeria,13.66N,7.43E
1896-11-01,24.877,1.286,Katsina,Nigeria,13.66N,7.43E
1896-12-01,21.712,1.1640000000000001,Katsina,Nigeria,13.66N,7.43E
1897-01-01,21.251,1.409,Katsina,Nigeria,13.66N,7.43E
1897-02-01,23.369,1.416,Katsina,Nigeria,13.66N,7.43E
1897-03-01,27.934,1.577,Katsina,Nigeria,13.66N,7.43E
1897-04-01,31.116,1.681,Katsina,Nigeria,13.66N,7.43E
1897-05-01,33.006,1.6019999999999999,Katsina,Nigeria,13.66N,7.43E
1897-06-01,30.252,1.422,Katsina,Nigeria,13.66N,7.43E
1897-07-01,27.896,1.043,Katsina,Nigeria,13.66N,7.43E
1897-08-01,27.408,1.36,Katsina,Nigeria,13.66N,7.43E
1897-09-01,27.91,1.1,Katsina,Nigeria,13.66N,7.43E
1897-10-01,28.661,1.167,Katsina,Nigeria,13.66N,7.43E
1897-11-01,24.914,1.7009999999999998,Katsina,Nigeria,13.66N,7.43E
1897-12-01,21.362,1.5390000000000001,Katsina,Nigeria,13.66N,7.43E
1898-01-01,20.796999999999997,1.525,Katsina,Nigeria,13.66N,7.43E
1898-02-01,22.674,1.426,Katsina,Nigeria,13.66N,7.43E
1898-03-01,28.178,1.052,Katsina,Nigeria,13.66N,7.43E
1898-04-01,31.114,1.212,Katsina,Nigeria,13.66N,7.43E
1898-05-01,32.415,0.8009999999999999,Katsina,Nigeria,13.66N,7.43E
1898-06-01,31.12,0.98,Katsina,Nigeria,13.66N,7.43E
1898-07-01,27.811,0.794,Katsina,Nigeria,13.66N,7.43E
1898-08-01,25.796,1.311,Katsina,Nigeria,13.66N,7.43E
1898-09-01,26.945,0.935,Katsina,Nigeria,13.66N,7.43E
1898-10-01,26.891,0.914,Katsina,Nigeria,13.66N,7.43E
1898-11-01,25.748,1.3359999999999999,Katsina,Nigeria,13.66N,7.43E
1898-12-01,20.603,1.2329999999999999,Katsina,Nigeria,13.66N,7.43E
1899-01-01,20.028,1.022,Katsina,Nigeria,13.66N,7.43E
1899-02-01,24.249000000000002,1.395,Katsina,Nigeria,13.66N,7.43E
1899-03-01,27.551,1.423,Katsina,Nigeria,13.66N,7.43E
1899-04-01,30.819000000000003,1.305,Katsina,Nigeria,13.66N,7.43E
1899-05-01,32.896,1.294,Katsina,Nigeria,13.66N,7.43E
1899-06-01,30.234,1.278,Katsina,Nigeria,13.66N,7.43E
1899-07-01,28.21,0.9940000000000001,Katsina,Nigeria,13.66N,7.43E
1899-08-01,27.149,1.383,Katsina,Nigeria,13.66N,7.43E
1899-09-01,28.393,0.988,Katsina,Nigeria,13.66N,7.43E
1899-10-01,28.06,1.125,Katsina,Nigeria,13.66N,7.43E
1899-11-01,25.14,1.296,Katsina,Nigeria,13.66N,7.43E
1899-12-01,21.382,1.2409999999999999,Katsina,Nigeria,13.66N,7.43E
1900-01-01,19.781,1.2819999999999998,Katsina,Nigeria,13.66N,7.43E
1900-02-01,25.073,1.561,Katsina,Nigeria,13.66N,7.43E
1900-03-01,29.913,1.433,Katsina,Nigeria,13.66N,7.43E
1900-04-01,31.464,0.884,Katsina,Nigeria,13.66N,7.43E
1900-05-01,32.44,0.9309999999999999,Katsina,Nigeria,13.66N,7.43E
