eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
1.97706E+11,1977,6,21,,0,,98,Italy,8,Western Europe,Lazio,Rome,41.89052,12.494249,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,8,Educational Institution,50,Other Personnel,"School of Economics, Univ. of Rome",Remo Cacciafesta/Dean,98,Italy,,,,,,,,,,,,,,,,,Red Brigades,,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97706E+11,1977,6,21,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.015059,28.940847,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,19,Transportation,99,Bus (excluding tourists),,Municipal Bus,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,1,,,0,,,1,3,Minor (likely < $1 million),1500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97706E+11,1977,6,22,,0,,98,Italy,8,Western Europe,Tuscany,Pistoia,43.93215,10.918511,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Unk,"Unk, Politican",98,Italy,,,,,,,,,,,,,,,,,Prima Linea,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Plastic explosive,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97706E+11,1977,6,22,,0,,98,Italy,8,Western Europe,Tuscany,Pistoia,43.93215,10.918511,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,5,Industrial/Textiles/Factory,Breda Railworks,Giancarlo Niccolai/Personnel Manager,98,Italy,,,,,,,,,,,,,,,,,Prima Linea,,,,,,,0,,,0,3,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97706E+11,1977,6,22,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,69,Religion Identified,,"John Millikin, Prison Officer, Protestant",233,Northern Ireland,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
1.97706E+11,1977,6,24,,0,,205,Thailand,5,Southeast Asia,,Bangkok,13.727896,100.524123,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,6,Airports & Aircraft,44,Airport,,Don Muang Airport,205,Thailand,,,,,,,,,,,,,,,,,Pattani United Liberation Organization (PULO),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,4,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97706E+11,1977,6,24,,0,,98,Italy,8,Western Europe,Lombardy,Milan,45.463681,9.188171,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,82,Labor Union Related,Mutalistic Medical Assoc. of Milan,Roberto Anzalone/President,98,Italy,,,,,,,,,,,,,,,,,Prima Linea,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Revolver,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97706E+11,1977,6,24,,0,,61,El Salvador,2,Central America & Caribbean,,San Salvador,13.69288,-89.199161,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,10,Journalists & Media,54,Radio Journalist/Staff/Facility,,radio station,61,El Salvador,,,,,,,,,,,,,,,,,People's Liberation Forces (FPL),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,,,,,,,1,3,Minor (likely < $1 million),1000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97706E+11,1977,6,25,,0,,185,Spain,8,Western Europe,Gipuzcoa,Villafranca de Ordizia,43.054198,-2.178116,1,0,,,1,1,1,0,,,0,0,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,Civil Guard,"Manuel Gomez Martin, Civil Guard",185,Spain,,,,,,,,,,,,,,,,,Basque Fatherland and Freedom (ETA),,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,0,1,
1.97706E+11,1977,6,25,,0,,217,United States,1,North America,Pennsylvania,Pittsburgh,40.438335,-79.997459,1,0,,,1,1,1,-9,,,0,0,0,1,Assassination,,,,,14,Private Citizens & Property,82,Labor Union Related,Croatian Fraternal Union,"John Badinovac, President",217,United States,,,,,,,,,,,,,,,,,Croatian Nationalists,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosives,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,0,1,
1.97706E+11,1977,6,26,,0,,30,Brazil,3,South America,Pernambuco,Recife,-8.048021,-34.876338,1,0,,,1,1,1,0,,,0,0,0,1,Assassination,,,,,7,Government (Diplomatic),46,Embassy/Consulate,U.S.,"Unk, U.S. Consul",217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.97706E+11,1977,6,26,,0,,185,Spain,8,Western Europe,Madrid,Madrid,40.416691,-3.700345,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,,"Diario 16, daily newspaper",185,Spain,,,,,,,,,,,,,,,,,First of October Antifascist Resistance Group (GRAPO),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),250000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97706E+11,1977,6,26,,0,,185,Spain,8,Western Europe,Tarragona,Tarragona,41.118663,1.24533,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,,French Cars,69,France,,,,,,,,,,,,,,,,,Red Guerrilla,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktails,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,1,1,
1.97706E+11,1977,6,26,,0,,185,Spain,8,Western Europe,Barcelona,Arenya de Mar,41.579315,2.551492,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,,French cars,69,France,,,,,,,,,,,,,,,,,Red Guerrilla,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktails,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,1,1,
1.97706E+11,1977,6,26,,0,,185,Spain,8,Western Europe,Unknown,Calla,,,5,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,,French cars,69,France,,,,,,,,,,,,,,,,,Red Guerrilla,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktails,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,1,1,
1.97706E+11,1977,6,26,,0,,185,Spain,8,Western Europe,Barcelona,Castelldefels,41.280388,1.976774,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,,French cars,69,France,,,,,,,,,,,,,,,,,Red Guerrilla,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktails,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,1,1,
1.97706E+11,1977,6,26,,0,,185,Spain,8,Western Europe,Barcelona,Sitges,41.234782,1.811222,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,,French cars,69,France,,,,,,,,,,,,,,,,,Red Guerrilla,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktails,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,1,1,
1.97706E+11,1977,6,26,,0,,185,Spain,8,Western Europe,Tarragona,Calafell,41.200558,1.568441,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,,French cars,69,France,,,,,,,,,,,,,,,,,Red Guerrilla,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktails,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,1,1,
1.97706E+11,1977,6,27,,0,,98,Italy,8,Western Europe,Piedmont,Turin,45.070562,7.686619,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,4,Multinational Corporation,,Fiat Plant,98,Italy,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97706E+11,1977,6,27,,0,,98,Italy,8,Western Europe,Campania,Naples,40.840097,14.251636,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,4,Multinational Corporation,Alfasud Auto Plant,Vittorio Flick/personnel office,98,Italy,,,,,,,,,,,,,,,,,Fighting Workers for Communism,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97706E+11,1977,6,28,,0,,49,Costa Rica,2,Central America & Caribbean,,San Jose,9.933333,-84.083333,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,Salvadorna Consulate,61,El Salvador,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.97706E+11,1977,6,28,,0,,49,Costa Rica,2,Central America & Caribbean,,San Jose,9.933333,-84.083333,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,Nicaraguan Consulate,145,Nicaragua,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.97706E+11,1977,6,28,,0,,362,West Germany (FRG),8,Western Europe,Berlin,West Berlin,52.505803,13.331741,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,11,Entertainment/Cultural/Stadium/Casino,,Berlin Transit company,75,Germany,,,,,,,,,,,,,,,,,Revolutionary Cells,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,,,,,,,1,3,Minor (likely < $1 million),1500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,0,1,1,
1.97706E+11,1977,6,28,,0,,98,Italy,8,Western Europe,Piedmont,Turin,45.070562,7.686619,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,1,Business,4,Multinational Corporation,,"Auto of Foreman, Fiat Plant",98,Italy,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97706E+11,1977,6,28,,0,,98,Italy,8,Western Europe,Piedmont,Turin,45.070562,7.686619,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,,Auto Belonging to Doctor,98,Italy,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97706E+11,1977,6,28,,0,,98,Italy,8,Western Europe,Liguria,Genoa,44.407062,8.933989,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,4,Multinational Corporation,Ansaldo Corp.,Sergio Prandi/Engineer,98,Italy,,,,,,,,,,,,,,,,,Red Brigades,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97706E+11,1977,6,29,,0,,98,Italy,8,Western Europe,Emilia-Romagna,Bologna,44.49419,11.346518,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,,City Traffic Police (Vigili Urbani) Atias,98,Italy,,,,,,,,,,,,,,,,,Armed Communist Nucleus,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97706E+11,1977,6,29,,0,,98,Italy,8,Western Europe,Emilia-Romagna,Bologna,44.49419,11.346518,1,0,,,1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,5,Industrial/Textiles/Factory,,Industrialists Association,98,Italy,,,,,,,,,,,,,,,,,Armed Communist Nucleus,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97706E+11,1977,6,29,,0,,98,Italy,8,Western Europe,Lazio,Cassino,41.492901,13.830566,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,4,Multinational Corporation,,Fiat Tire Warehouse,98,Italy,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,,,,,,,1,3,Minor (likely < $1 million),150000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97706E+11,1977,6,29,,0,,98,Italy,8,Western Europe,Lazio,Cassino,41.492901,13.830566,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,4,Multinational Corporation,,Fiat Tire Storage Area,98,Italy,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),60000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97706E+11,1977,6,29,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",British Army,Richard Turnbull,216,Great Britain,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",British Army,Michael Harrison,216,Great Britain,,,,,,,,,Irish Republican Army (IRA),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Sniper,2,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
1.97706E+11,1977,6,29,,0,,603,United Kingdom,8,Western Europe,England,London,51.500152,-0.126236,1,0,,,1,1,1,0,,,0,1,0,4,Hijacking,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),Gulf Air,VC-10,18,Bahrain,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,1,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,7,Grenade,5,Firearms,3,Handgun,,,,,,,,,Grenades; Pistol,0,0,0,0,0,0,0,,,,,1,64,0,,,Qatar,Qatar,1,194000,,,,,,,,,,,,Hijacking DB,-9,-9,1,1,
1.97706E+11,1977,6,30,,0,,362,West Germany (FRG),8,Western Europe,Lower Saxony,Hanover,52.372068,9.735686,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),14,Judge/Attorney/Court,,Court,75,Germany,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,,,,,,,1,3,Minor (likely < $1 million),500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.97706E+11,1977,6,30,,0,,98,Italy,8,Western Europe,Friuli-Venezia Giulia,Pordenone,45.962652,12.655044,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,19,Transportation,100,Train/Train Tracks/Trolley,,3 Railroad Cars,98,Italy,,,,,,,,,,,,,,,,,Prima Linea,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,3,Minor (likely < $1 million),75000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97706E+11,1977,6,30,,0,,98,Italy,8,Western Europe,Sicily,Augusta,37.233747,15.218997,1,0,,,1,1,1,-9,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,6,Medical/Pharmaceutical,,Liquichimica Plant,98,Italy,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97706E+11,1977,6,30,,0,,98,Italy,8,Western Europe,Umbria,Spoleto,42.745334,12.738431,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,26,Prison/Jail,,Spoleto Jail,98,Italy,,,,,,,,,,,,,,,,,Red Brigades,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97706E+11,1977,6,30,,0,,98,Italy,8,Western Europe,Tuscany,Florence,43.768732,11.256901,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,9,Food or Water Supply,52,Water Supply,,Water Pimp System,98,Italy,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,1,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97706E+11,1977,6,30,,0,,98,Italy,8,Western Europe,Piedmont,Turin,45.070562,7.686619,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,4,Multinational Corporation,Fiat Corp.,Franco Visca/Official,98,Italy,,,,,,,,,,,,,,,,,Red Brigades,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97706E+11,1977,6,30,,0,,98,Italy,8,Western Europe,Lombardy,Milan,45.463681,9.188171,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,4,Multinational Corporation,Fiat-OM(truck factory),Luciano Maraccani/foreman,98,Italy,,,,,,,,,,,,,,,,,Red Brigades,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97706E+11,1977,6,30,,0,,98,Italy,8,Western Europe,Friuli-Venezia Giulia,Pordenone,45.962652,12.655044,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,5,Industrial/Textiles/Factory,,Railroad cars at Zanussi Appliance Factory,98,Italy,,,,,,,,,,,,,,,,,Prima Linea,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosives,0,,,0,,,1,3,Minor (likely < $1 million),150000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,0,,0,,69,France,8,Western Europe,Pyrenees-Atlantiques,Bayonne,43.492949,-1.474841,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,,Newspaper Sud Quect,69,France,,,,,,,,,,,,,,,,,Basque Rectitudes,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),2000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,0,1,
1.97707E+11,1977,7,0,,0,,69,France,8,Western Europe,Pyrenees-Atlantiques,Bayonne,43.492949,-1.474841,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,,Initiative Sindicate of Bayone,69,France,,,,,,,,,,,,,,,,,Basque Rectitudes,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,0,1,
1.97707E+11,1977,7,1,,0,,45,Colombia,3,South America,Bogota,Bogota,4.601378,-74.076664,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,1,Assassination,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Columbian Air Force,"Alvaro Meja Soto, General, Chief of Staff",45,Colombia,,,,,,,,,,,,,,,,,Popular Liberation Army (EPL),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistols,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,1,,0,,98,Italy,8,Western Europe,Sicily,Palermo,38.11564,13.361406,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,,Intersind Office (Association of State),98,Italy,,,,,,,,,,,,,,,,,Communist Fighting Unit,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),5000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,2,,0,,98,Italy,8,Western Europe,Lazio,Ostia,41.733244,12.278939,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,10,Journalists & Media,56,Other (including online news agencies),,"NCO School, Guardia Di Finanza",98,Italy,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97707E+11,1977,7,2,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.015059,28.940847,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",,"Residence, French Ambassador",69,France,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,0,,,0,,,1,3,Minor (likely < $1 million),700,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.97707E+11,1977,7,3,,0,,98,Italy,8,Western Europe,Veneto,Caltrano,45.774381,11.45302,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,5,Industrial/Textiles/Factory,,Kostal Italia,98,Italy,,,,,,,,,,,,,,,,,Prima Linea,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
